"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8149574","8149574","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1",0.34367596496131,5.03921570989387,5.65760357785766,6.82009541283364e-06,0.00503698146714829,3.83300473628024
"8119357","8119357","DAAM2","dishevelled associated activator of morphogenesis 2",0.512468181326588,6.21257999669199,5.61537807024852,7.59680171289636e-06,0.00511961988479965,3.73511963908796
"7945498","7945498","SCT","secretin",0.315341245427808,5.31068418166955,5.60883540303118,7.72491669544257e-06,0.00511961988479965,3.71993753638479
"7934411","7934411","USP54","ubiquitin specific peptidase 54",-0.34162252536572,8.99128259473683,-5.59484634227915,8.00622431334769e-06,0.00511961988479965,3.68746276457509
"8065071","8065071","FLRT3","fibronectin leucine rich transmembrane protein 3",-0.445856248102985,5.92113915271015,-5.56463471141865,8.64962670782615e-06,0.00511961988479965,3.61726631366625
"7915130","7915130","SF3A3","splicing factor 3a subunit 3",0.413656921018909,8.61891031808256,5.56394162573631,8.66498524947472e-06,0.00511961988479965,3.61565495281034
"8095535","8095535","ENAM","enamelin",-0.406114773852424,6.06805499710776,-5.49398427525986,1.03660187196276e-05,0.00588909471183152,3.45278966716587
"7979133","7979133","NID2","nidogen 2",0.406987666311718,6.32869747172961,5.43508862278075,1.20575973954319e-05,0.00659639893066388,3.31534957222105
"7918878","7918878","CASQ2","calsequestrin 2",-0.370049520121031,10.2130357815231,-5.38226766788361,1.38108886972911e-05,0.00728573703384594,3.19184452914226
"8065359","8065359","CD93","CD93 molecule",0.330681178240543,7.25593789074649,5.36704209817656,1.43625322315064e-05,0.00731548150315798,3.15620375610944
"8007750","8007750","HEXIM2","HEXIM P-TEFb complex subunit 2",0.356883682068629,6.47069922721471,5.33111172085363,1.57541474176665e-05,0.00775681705021173,3.07202663217526
"8050007","8050007","PXDN","peroxidasin",0.390905724849662,6.60685642236049,5.30929309931559,1.66648059251662e-05,0.00794051123614936,3.02086391034101
"8142194","8142194","LAMB1","laminin subunit beta 1",0.426752714064167,7.30261836324696,5.21595357293676,2.11998874864236e-05,0.0095716375839534,2.80161789786208
"7970473","7970473","XPO4","exportin 4",-0.387028577560974,9.45710654227141,-5.21260238525977,2.13840660937284e-05,0.0095716375839534,2.79373556533944
"8146794","8146794","PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",0.255605090842786,6.70049415297335,5.15339180394958,2.49175249772727e-05,0.0104697777178225,2.65435248168168
"7957551","7957551","SOCS2","suppressor of cytokine signaling 2",0.291686004648195,4.60141003105351,5.13591557577262,2.60687869619087e-05,0.0104697777178225,2.61317348576877
"7933204","7933204","DEPP1","DEPP1 autophagy regulator",0.348793569052921,5.10650623436118,5.13565179993575,2.60865675543752e-05,0.0104697777178225,2.61255182183257
"8150978","8150978","CA8","carbonic anhydrase 8",0.299273419595636,4.42288346159244,5.13359203271245,2.62258327506218e-05,0.0104697777178225,2.60769725141542
"8020352","8020352","CYP4F35P","cytochrome P450 family 4 subfamily F member 35, pseudogene",-0.599942863517658,4.27280098772202,-5.05789293019069,3.18980463155463e-05,0.0119491420673962,2.42912782987392
"8005699","8005699","DHRS7B","dehydrogenase/reductase 7B",-0.236691438188066,7.44255150360819,-5.0564054912829,3.2021077717651e-05,0.0119491420673962,2.42561612456392
"7982854","7982854","DLL4","delta like canonical Notch ligand 4",0.366632338581582,6.2249989269056,5.05235678183233,3.23583835011746e-05,0.0119491420673962,2.41605695440112
"7974902","7974902","RHOJ","ras homolog family member J",0.29733639402241,7.15187491320159,5.01100372552841,3.60150094859554e-05,0.0129750659784646,2.31837667965417
"7983143","7983143","STARD9","StAR related lipid transfer domain containing 9",0.283698935732745,5.4303122677039,4.9803383443281,3.89923464781337e-05,0.013063484854522,2.24589286604892
"8006229","8006229","RNF135","ring finger protein 135",0.227449155602847,5.81680962833483,4.97517065286069,3.95178978398782e-05,0.013063484854522,2.23367412204041
"7907249","7907249","FMO3","flavin containing dimethylaniline monoxygenase 3",0.495208552927791,6.02297559367527,4.97081981371921,3.9965889541096e-05,0.013063484854522,2.22338594843514
"8088848","8088848","PDZRN3","PDZ domain containing ring finger 3",0.267934430171302,8.18622425452878,4.97071829656346,3.99764031123109e-05,0.013063484854522,2.22314588774037
"8104592","8104592","FBXL7","F-box and leucine rich repeat protein 7",0.265374334838368,5.19640323906116,4.96396160002108,4.06824387860004e-05,0.013063484854522,2.20716720451835
"8113130","8113130","MCTP1","multiple C2 and transmembrane domain containing 1",0.35382648139858,5.48889234293251,4.95282509059919,4.18735790434214e-05,0.0131598858734123,2.18082696382077
"8122637","8122637","SASH1","SAM and SH3 domain containing 1",0.265767340077932,7.02653187170745,4.92013715808592,4.55759725848257e-05,0.0136229293842388,2.10348629961967
"8171837","8171837","KLHL15","kelch like family member 15",-0.203190189405882,5.3698477735694,-4.91848272483954,4.57718661412381e-05,0.0136229293842388,2.09957084679334
"8139057","8139057","ELMO1","engulfment and cell motility 1",0.262067893756651,6.05884523462499,4.90596795151666,4.72813175735709e-05,0.0136229293842388,2.0699498344429
"7969736","7969736","FARP1","FERM, ARH/RhoGEF and pleckstrin domain protein 1",0.233562440949394,6.32405713950573,4.90032460888613,4.79782286738508e-05,0.0136229293842388,2.05659099484892
"8057506","8057506","FRZB","frizzled related protein",0.820631003051793,6.71902959688382,4.89972966791772,4.80522975545492e-05,0.0136229293842388,2.0551825986626
"8154367","8154367","TYRP1","tyrosinase related protein 1",-0.431940962675703,4.21815795646393,-4.88702330480894,4.96618987848672e-05,0.0136229293842388,2.02510029081369
"8167125","8167125","USP11","ubiquitin specific peptidase 11",-0.187196583263375,7.34348821359626,-4.88427380116392,5.00172558934597e-05,0.0136229293842388,2.01859017685173
"8150698","8150698","SNAI2","snail family transcriptional repressor 2",0.295657773478788,7.12358761972792,4.87885458255218,5.07251449551915e-05,0.0136229293842388,2.00575819136642
"8077441","8077441","BHLHE40","basic helix-loop-helix family member e40",0.308454143405912,8.41110467701256,4.86006911797935,5.32577330800026e-05,0.0139228287562842,1.96126999661591
"7982535","7982535","CDIN1","CDAN1 interacting nuclease 1",0.335606676595287,8.22891346654718,4.8566870774546,5.37269811866629e-05,0.0139228287562842,1.95325949499255
"7913727","7913727","MYOM3","myomesin 3",-0.35081091680112,8.52066567343689,-4.84432285290695,5.54780480031203e-05,0.0140389218985359,1.92397166550438
"8101952","8101952","DDIT4L","DNA damage inducible transcript 4 like",0.427762600342104,9.39786334832434,4.84019122778344,5.60758507896297e-05,0.0140389218985359,1.91418394933577
"8075462","8075462","SELENOM","selenoprotein M",-0.321564783756378,6.51778945650093,-4.82181786169968,5.88134893111916e-05,0.0142880680723701,1.87065268571668
"7957850","7957850","GAS2L3","growth arrest specific 2 like 3",0.280386758957609,4.00652483620213,4.82056071806705,5.9005629437044e-05,0.0142880680723701,1.86767388622762
"8032829","8032829","PLIN4","perilipin 4",-0.380839319124355,8.49146737057471,-4.80063188152642,6.2136951388618e-05,0.0144662136613198,1.82044771845971
"7950473","7950473","ARRB1","arrestin beta 1",0.255545026662884,6.80597814395975,4.79880201711834,6.24326868077923e-05,0.0144662136613198,1.81611097721107
"7952453","7952453","ROBO4","roundabout guidance receptor 4",0.241966370420325,6.23079874609329,4.79728200454546,6.26794173938436e-05,0.0144662136613198,1.81250852475833
"8023598","8023598","RNF152","ring finger protein 152",0.286817249205514,5.50852157638092,4.78483671864831,6.47366551083597e-05,0.0147111558862397,1.7830112306831
"7985147","7985147","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4",-0.278667056361328,8.15825647867764,-4.75048077139713,7.0773748502393e-05,0.0158393793807401,1.70156723192674
"7954631","7954631","FAR2","fatty acyl-CoA reductase 2",0.209645162467893,4.81574803685265,4.68776814602507,8.32848071854775e-05,0.0183611923423386,1.55285746559147
"7905339","7905339","GABPB2","GA binding protein transcription factor subunit beta 2",-0.179197012924519,6.18146677814519,-4.66266800042066,8.8891941144089e-05,0.0193091597446961,1.4933273710506
"8165752","8165752","IL3RA","interleukin 3 receptor subunit alpha",0.341279072361593,4.82618016649385,4.63578124263732,9.53176449237041e-05,0.0195138294524927,1.42955665368217
"8176323","8176323","IL3RA","interleukin 3 receptor subunit alpha",0.341279072361593,4.82618016649385,4.63578124263732,9.53176449237041e-05,0.0195138294524927,1.42955665368217
"8131339","8131339","FSCN1","fascin actin-bundling protein 1",0.301952853878976,6.12334564986406,4.63525385726213,9.54482235485402e-05,0.0195138294524927,1.42830576878514
"8128991","8128991","LAMA4","laminin subunit alpha 4",0.366600964640516,6.71772811271724,4.6320780124595,9.62383401082249e-05,0.0195138294524927,1.42077309834439
"8020551","8020551","LAMA3","laminin subunit alpha 3",0.258338881853585,4.80782009481609,4.63127316158197,9.64396147878929e-05,0.0195138294524927,1.4188641001823
"8139534","8139534","PKD1L1","polycystin 1 like 1, transient receptor potential channel interacting",0.274804806345581,5.91619415743975,4.62218410947956,9.87419934482802e-05,0.0196373985721764,1.39730606597263
"7976795","7976795","MEG3","maternally expressed 3",0.32406617210689,6.60232778623023,4.61842882971564,9.97092202906526e-05,0.0196373985721764,1.38839903835856
"8113709","8113709","LOX","lysyl oxidase",0.520345678841692,4.02019796455191,4.61122451483003,0.000101591382412985,0.01974481986345,1.37131139064472
"8128606","8128606","RTN4IP1","reticulon 4 interacting protein 1",-0.245970706891083,6.0414418927782,-4.60505652441013,0.000103230984259117,0.0198029203700185,1.35668182990826
"8057377","8057377","CCDC141","coiled-coil domain containing 141",-0.378287877634304,6.32110590719375,-4.59395314376202,0.000106249456019141,0.0201206501904965,1.33034651068971
"7983145","7983145","STARD9","StAR related lipid transfer domain containing 9",0.304630490703055,5.46412973952412,4.55327767978282,0.000118079885639397,0.0218781204212516,1.23387672511187
"8055323","8055323","NCKAP5","NCK associated protein 5",0.286754574114167,3.75862533589213,4.5431182043916,0.000121234582700299,0.0218781204212516,1.20978358515904
"8078650","8078650","CTDSPL","CTD small phosphatase like",0.294674804034888,6.65830900105354,4.54289198197209,0.000121305778099285,0.0218781204212516,1.20924711183004
"8121861","8121861","NCOA7","nuclear receptor coactivator 7",0.236036958628606,5.33645962852542,4.53741986605235,0.000123040701973802,0.0218781204212516,1.19627047554272
"7917875","7917875","F3","coagulation factor III, tissue factor",0.245019045605395,4.86216669139506,4.52596374871188,0.000126753450675194,0.0218781204212516,1.16910443581566
"8068671","8068671","BACE2","beta-secretase 2",0.197948672095428,6.10297667149164,4.52553404102875,0.000126894866895139,0.0218781204212516,1.16808549598236
"8020343","8020343","ANKRD20A5P","ankyrin repeat domain 20 family member A5, pseudogene",-0.313403349703919,5.2415264239978,-4.52303222545512,0.000127721343341449,0.0218781204212516,1.16215313975877
"8113666","8113666","SEMA6A","semaphorin 6A",0.323953307878983,5.93144291064902,4.52082342142196,0.000128455486592942,0.0218781204212516,1.15691564735217
"8110631","8110631","BTNL9","butyrophilin like 9",0.326767970093717,7.29359942002283,4.51961064847826,0.00012886036670834,0.0218781204212516,1.15403996118487
"7987636","7987636","OIP5","Opa interacting protein 5",0.296066120243097,4.93293640433195,4.50913615681082,0.000132410652857541,0.0220843942833275,1.12920406566788
"8078066","8078066","FGD5","FYVE, RhoGEF and PH domain containing 5",0.323679023489635,5.03488320687049,4.50540064508279,0.000133700257272896,0.0220843942833275,1.1203472484169
"8152606","8152606","SNTB1","syntrophin beta 1",0.210715838750816,7.70270619901915,4.50169110117951,0.000134993295247316,0.0220843942833275,1.11155221616535
"8075142","8075142","TTC28","tetratricopeptide repeat domain 28",0.181325609518593,6.49533418019877,4.49866942208029,0.000136055776845359,0.0220843942833275,1.10438822020213
"7950885","7950885","FZD4","frizzled class receptor 4",0.231718285982422,6.7397946027281,4.48629184870631,0.000140495735705732,0.0223120599505989,1.07504427111165
"8144726","8144726","TUSC3","tumor suppressor candidate 3",0.33022411497952,6.19189939209067,4.48541291141938,0.000140816459204467,0.0223120599505989,1.07296064674077
"8075089","8075089","TFIP11","tuftelin interacting protein 11",0.252523284637683,6.26495287541859,4.4822138915893,0.000141989955680475,0.0223120599505989,1.06537711387187
"8104930","8104930","SLC1A3","solute carrier family 1 member 3",-0.274850594907582,6.41974545563882,-4.47277624672976,0.000145509091084813,0.0224607810647366,1.04300555860016
"7905147","7905147","C1orf54","chromosome 1 open reading frame 54",0.251036673445335,4.09552909555512,4.46979907591632,0.000146637168290301,0.0224607810647366,1.03594866165363
"8024728","8024728","NMRK2","nicotinamide riboside kinase 2",0.493066426886186,8.8201820044386,4.46408150948411,0.000148828113864428,0.0224607810647366,1.02239661772116
"8152522","8152522","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2",0.307979703760294,6.2002250422579,4.46358789040808,0.000149018789814108,0.0224607810647366,1.02122665094437
"8066822","8066822","SULF2","sulfatase 2",0.260548954550448,6.45388228006674,4.45216786146677,0.000153498762418391,0.0229023254513339,0.994160598785056
"8057797","8057797","CAVIN2","caveolae associated protein 2",0.265084762884453,6.21644363044553,4.43854432328433,0.000159019044720072,0.0234887030956018,0.961876052759171
"8058390","8058390","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",0.261720751337832,6.82966102876634,4.4225910178584,0.000165735271238861,0.0242383731828635,0.92407640790442
"8102950","8102950","INPP4B","inositol polyphosphate-4-phosphatase type II B",-0.219475560033992,7.61692638456055,-4.38460543455545,0.000182885970249869,0.0264843986917727,0.834102519558368
"8047403","8047403","CASP10","caspase 10",0.260166302449037,4.13052337331869,4.37906992296053,0.000185528623303658,0.0266062455807605,0.820994663971828
"8078386","8078386","GPD1L","glycerol-3-phosphate dehydrogenase 1 like",-0.209742304131115,8.98375323139947,-4.36864866323391,0.000190607287840747,0.0268246652994985,0.796320360897308
"8047127","8047127","MYO1B","myosin IB",0.320006730676099,6.82671948026275,4.3650739563078,0.000192381052208083,0.0268246652994985,0.787857431210764
"8111892","8111892","OXCT1","3-oxoacid CoA-transferase 1",-0.45322843930848,6.4904402891728,-4.36483581717885,0.000192499798371596,0.0268246652994985,0.787293665423211
"7972713","7972713","EFNB2","ephrin B2",0.244592162004302,6.0312661115272,4.35538932462774,0.00019726950828894,0.0272140677121983,0.764931871783476
"7950321","7950321","UCP3","uncoupling protein 3",0.361045880697214,9.36609095174769,4.35050604594521,0.00019978108329929,0.0272140677121983,0.753373426941819
"8020384","8020384","GREB1L","GREB1 like retinoic acid receptor coactivator",-0.226934136300586,6.23603859922362,-4.34740627367481,0.000201391841792712,0.0272140677121983,0.746036904865155
"7929373","7929373","LGI1","leucine rich glioma inactivated 1",-0.510881795430928,6.22918406964277,-4.34171175391877,0.000204384667912256,0.0272140677121983,0.73256010581092
"7995866","7995866","MIR138-2","microRNA 138-2",-0.227312511351158,4.20976707833249,-4.34148221236899,0.000204506229507414,0.0272140677121983,0.732016893037648
"8079107","8079107","KLHL40","kelch like family member 40",-0.281119579595977,8.41508747697123,-4.3310696522918,0.000210096836330932,0.0277083961557518,0.70737763108455
"8162492","8162492","FBP2","fructose-bisphosphatase 2",0.357613143997092,9.63133866672667,4.30690988966378,0.00022366071371844,0.0292362159498679,0.650225519191536
"8144705","8144705","TRMT9B","tRNA methyltransferase 9B (putative)",0.264267488595364,4.87919731088996,4.29703711518387,0.000229450912177486,0.0297299949453829,0.62687786058793
"7932826","7932826","JCAD","junctional cadherin 5 associated",0.225822953679474,6.24167760232115,4.28150125966708,0.000238865466681355,0.0306807113769591,0.590146901767267
"8164200","8164200","ANGPTL2","angiopoietin like 2",0.417843727085361,7.25715614188568,4.27719767583156,0.000241540606661374,0.0307568646637514,0.579974089643634
"7905881","7905881","ADAM15","ADAM metallopeptidase domain 15",0.21603209283436,6.48533331319485,4.27243910060093,0.000244533232866258,0.0308717981424572,0.568726817340901
"7920291","7920291","S100A16","S100 calcium binding protein A16",0.256266528126974,5.93526067357797,4.26268584758853,0.000250782553485357,0.0309782673035614,0.545677735265198
"8097086","8097086","MYOZ2","myozenin 2",-0.355685565306876,10.014048529751,-4.26239727449959,0.000250969850629115,0.0309782673035614,0.544995846544038
"7913450","7913450","HSPG2","heparan sulfate proteoglycan 2",0.333333697649596,7.97913290804561,4.26132307972577,0.000251668274079437,0.0309782673035614,0.542457596887265
"7931810","7931810","KLF6","Kruppel like factor 6",0.204169524277011,6.03429152849526,4.24589176987465,0.000261917091770942,0.0319284368479637,0.506001050570374
"8068024","8068024","JAM2","junctional adhesion molecule 2",0.333473570550194,7.2918368373871,4.24325311111141,0.000263710601547056,0.0319284368479637,0.499768464522559
"8138202","8138202","ICA1","islet cell autoantigen 1",0.252534252111978,4.40224732759945,4.23819982331919,0.000267179448121965,0.0320603369864504,0.487833506154249
"8091402","8091402","TM4SF18","transmembrane 4 L six family member 18",0.352356387429812,6.62394611954882,4.23071842858167,0.00027239840941786,0.0320603369864504,0.470166363599044
"7922846","7922846","NIBAN1","niban apoptosis regulator 1",0.339945568637195,7.85105309985969,4.22952229102648,0.000273242156170708,0.0320603369864504,0.467342000124068
"7952601","7952601","ETS1","ETS proto-oncogene 1, transcription factor",0.268405784843267,7.21524818185941,4.22848478112445,0.000273976108491946,0.0320603369864504,0.464892258921379
"8093961","8093961","KIAA0232","KIAA0232",-0.159363199510514,7.48288714795236,-4.2240790697757,0.000277114641311205,0.0320603369864504,0.454490284380171
"8063437","8063437","TSHZ2","teashirt zinc finger homeobox 2",0.271443582620654,5.49142726262807,4.22309160066058,0.000277822973005596,0.0320603369864504,0.452159000567511
"7987772","7987772","EHD4","EH domain containing 4",0.204530573083145,5.32327675525783,4.21567338107102,0.000283201973176239,0.0321896863856064,0.434647354915978
"7901256","7901256","CYP4B1","cytochrome P450 family 4 subfamily B member 1",-0.381673126879531,6.19879679391384,-4.21553626324075,0.000283302364777526,0.0321896863856064,0.434323700879949
"7914127","7914127","IFI6","interferon alpha inducible protein 6",0.246099664633869,6.28201974163682,4.21041101755714,0.00028708027611279,0.0323494282694312,0.422226818145759
"7946661","7946661","DKK3","dickkopf WNT signaling pathway inhibitor 3",0.200777292406857,5.83936202732602,4.20522809641356,0.00029095152714166,0.0323494282694312,0.409995383645068
"8061272","8061272","CFAP61","cilia and flagella associated protein 61",-0.531596620093074,6.526505750863,-4.20479354405191,0.000291278448299665,0.0323494282694312,0.408969934567931
"8101043","8101043","G3BP2","G3BP stress granule assembly factor 2",-0.176243255471329,8.58521337611587,-4.19704610703099,0.000297168516424867,0.0327417619965918,0.390689579505347
"8114249","8114249","CXCL14","C-X-C motif chemokine ligand 14",0.290376491724778,8.3944596670627,4.19358138303362,0.000299840692543239,0.0327417619965918,0.382515622678628
"7975772","7975772","ZC2HC1C","zinc finger C2HC-type containing 1C",-0.205817369609613,3.91124277248765,-4.19149545713425,0.000301460945876142,0.0327417619965918,0.377594875197215
"8114991","8114991","SH3TC2","SH3 domain and tetratricopeptide repeats 2",0.301685413343693,4.10858966747156,4.18742641703918,0.000304646623210353,0.0328462428572272,0.367996693739673
"7995976","7995976","CPNE2","copine 2",0.191557605002573,6.28674771170593,4.18267327553667,0.000308410182410042,0.0328984554194752,0.356786147468504
"7924987","7924987","AGT","angiotensinogen",-0.18666065748574,6.79837118692835,-4.18120088120567,0.000309585356665565,0.0328984554194752,0.353313714334983
"7955078","7955078","PFKM","phosphofructokinase, muscle",0.178189490591134,10.8904429776385,4.17688190451993,0.000313058170794971,0.0330298731486608,0.343128819175975
"7996211","7996211","GINS3","GINS complex subunit 3",0.208735354802595,4.08782765957338,4.17236816543285,0.000316728867501966,0.0330532819229259,0.332485924495256
"8037186","8037186","LIPE","lipase E, hormone sensitive type",-0.316192035540418,5.73846777963514,-4.17111506445004,0.000317755469030904,0.0330532819229259,0.329531486455121
"8106573","8106573","THBS4","thrombospondin 4",0.55216454225885,7.64198821109787,4.16645578254728,0.000321601596262903,0.0331845064993444,0.318547193014667
"8112202","8112202","PLK2","polo like kinase 2",0.29378580872391,5.68121621109481,4.16416414309671,0.000323510184544418,0.0331845064993444,0.313145160458467
"7917612","7917612","HFM1","helicase for meiosis 1",-0.332788863265876,4.66325995352997,-4.1464485792577,0.000338648351418827,0.0344977572331551,0.271396567784563
"8166705","8166705","PRRG1","proline rich and Gla domain 1",-0.194802782636753,7.07626840312309,-4.13319419186448,0.000350431455003527,0.0351001372045903,0.240175391566113
"8171802","8171802","ACOT9","acyl-CoA thioesterase 9",-0.22703046957996,7.29074956088996,-4.13285934898553,0.000350734329786491,0.0351001372045903,0.239386818502361
"8152628","8152628","DERL1","derlin 1",-0.299820362898524,8.32611679495534,-4.13180413745179,0.000351690495313747,0.0351001372045903,0.236901790882268
"8091972","8091972","MECOM","MDS1 and EVI1 complex locus",0.233484002760273,5.61884198388211,4.11235825165023,0.000369780507630628,0.0366579052228994,0.191121154086353
"8167965","8167965","MSN","moesin",0.212108077535295,7.89805478336627,4.10196837685355,0.00037982049307622,0.0374021900215256,0.166672250793162
"8098441","8098441","TENM3","teneurin transmembrane protein 3",-0.206898600221129,6.09571908528157,-4.09776305633453,0.000383960487342715,0.0375594725731076,0.15677885719656
"8169174","8169174","RNF128","ring finger protein 128",-0.196285755679561,6.26909684485073,-4.08380860375233,0.000398020756654436,0.0381227695255826,0.12395963637036
"7978754","7978754","C11orf58","chromosome 11 open reading frame 58",-0.232136061813941,9.80032254591817,-4.08262937755571,0.000399232011880989,0.0381227695255826,0.121186941413836
"7934970","7934970","HTR7","5-hydroxytryptamine receptor 7",0.185709354291204,3.89564006452579,4.08205738567907,0.000399820852543131,0.0381227695255826,0.1198420664623
"7950307","7950307","UCP2","uncoupling protein 2",0.333204720196363,8.12364870578317,4.08184219711426,0.000400042602157288,0.0381227695255826,0.119336119010943
"8097480","8097480","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit",-0.21571160808931,7.37799510559103,-4.07488477111338,0.000407278097029926,0.038563492123263,0.102979953655288
"8034151","8034151","DOCK6","dedicator of cytokinesis 6",0.295391935534123,6.02185617573065,4.05678304201327,0.000426715476876678,0.0401465879550663,0.0604433038924963
"7990151","7990151","PKM","pyruvate kinase M1/2",0.257808502347944,11.0646722911923,4.05297453021302,0.000430920353488312,0.0402855983631383,0.0514972956928608
"8055496","8055496","LRP1B","LDL receptor related protein 1B",-0.370035260338803,4.4342385730545,-4.04887689863588,0.000435490199287551,0.0404567656206064,0.0418735369719112
"8056545","8056545","STK39","serine/threonine kinase 39",0.239932358988806,5.75349693097136,4.04468947399455,0.000440209684794975,0.0406396078381661,0.0320403763165178
"7972055","7972055","KCTD12","potassium channel tetramerization domain containing 12",0.239730537848106,6.76215771347211,4.04176684546674,0.000443533592783723,0.0406921409876297,0.0251781830278528
"8114767","8114767","PCDH1","protocadherin 1",0.19135614235161,6.38508286577023,4.03318834464045,0.000453433879973638,0.0410723900518046,0.00504057581504025
"7904018","7904018","CTTNBP2NL","CTTNBP2 N-terminal like",0.207548921993185,5.74089887997588,4.03190734367602,0.00045493088327221,0.0410723900518046,0.00203404519079253
"7951133","7951133","MAML2","mastermind like transcriptional coactivator 2",0.234593382748141,6.09487890467369,4.02991510263104,0.000457268766780161,0.0410723900518046,-0.00264148850900536
"8163383","8163383","SUSD1","sushi domain containing 1",0.270351334539967,4.40431412987235,4.02861515338424,0.000458800647115819,0.0410723900518046,-0.00569211193008368
"7958895","7958895","OAS3","2'-5'-oligoadenylate synthetase 3",0.213156523901192,5.10604176053222,4.02398348534747,0.000464300014882729,0.0411182113861613,-0.016560134633318
"8142981","8142981","PODXL","podocalyxin like",0.227758978581147,7.80885467025028,4.02349824182681,0.000464879920214537,0.0411182113861613,-0.0176986275367925
"8106494","8106494","BHMT2","betaine--homocysteine S-methyltransferase 2",-0.215983559814921,5.86298458569792,-4.01742472347036,0.00047219908722627,0.0415169804608288,-0.0319466967938125
"7958253","7958253","C12orf75","chromosome 12 open reading frame 75",-0.636507907265825,7.85652250023501,-4.00289813780491,0.000490169982807213,0.0426465436362433,-0.0660113800541131
"8074780","8074780","YPEL1","yippee like 1",0.325856856419285,6.67001496270568,4.0023820675251,0.000490820690417803,0.0426465436362433,-0.0672211985035602
"8136388","8136388","TMEM140","transmembrane protein 140",0.24373412471005,7.33758797084721,3.99958432543829,0.000494363211516164,0.0427031520310249,-0.0737794820115347
"7947110","7947110","E2F8","E2F transcription factor 8",0.303757178319274,7.48442350342613,3.99446628101954,0.000500909183283664,0.042850553375927,-0.0857749526500875
"7925320","7925320","NID1","nidogen 1",0.350410426675753,6.75285360290961,3.99371936130489,0.000501871622370548,0.042850553375927,-0.0875253456060117
