"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"209248_at","209248_at","GHITM","27069","growth hormone inducible transmembrane protein",-567.112487792968,1906.66051228841,-8.83639731995976,0.00312878675529267,0.986450847679711,-4.59119479220164
"220477_s_at","220477_s_at","TMEM230","29058","transmembrane protein 230",-59.2853546142578,263.384920756022,-8.83498879444454,0.00313023041533874,0.986450847679711,-4.59119485455857
"210039_s_at","210039_s_at","PRKCQ","5588","protein kinase C theta",-73.1592712402345,514.74494934082,-8.71741194676217,0.00325391943960181,0.986450847679711,-4.59120016149259
"218027_at","218027_at","MRPL15","29088","mitochondrial ribosomal protein L15",-481.433044433594,1313.52749633789,-8.58570891388822,0.00340027923732846,0.986450847679711,-4.59120635338893
"218396_at","218396_at","VPS13C","54832","vacuolar protein sorting 13 homolog C",-88.7716471354168,496.804840087891,-8.52788937340293,0.00346729030962802,0.986450847679711,-4.59120915801014
"219243_at","219243_at","GIMAP4","55303","GTPase, IMAP family member 4",-56.6847585042318,96.3113810221354,-8.52566115899046,0.00346990760862151,0.986450847679711,-4.59120926717611
"213398_s_at","213398_s_at","SDR39U1","56948","short chain dehydrogenase/reductase family 39U member 1",-134.04823811849,576.006825764974,-8.47563575153776,0.00352936354702231,0.986450847679711,-4.59121173955464
"214170_x_at","214170_x_at","FH","2271","fumarate hydratase",-393.886739095052,1106.40534464518,-8.46739711158125,0.00353928440576769,0.986450847679711,-4.59121215071256
"208985_s_at","208985_s_at","EIF3J","8669","eukaryotic translation initiation factor 3 subunit J",-248.343729654948,825.09614054362,-8.40152639548156,0.00361994888581559,0.986450847679711,-4.59121547932274
"202279_at","202279_at","C14orf2","9556",NA,-464.147054036458,1657.31001790365,-8.39397256079134,0.00362935425904344,0.986450847679711,-4.59121586578168
"205480_s_at","205480_s_at","UGP2","7360","UDP-glucose pyrophosphorylase 2",-760.918212890625,3308.24255371094,-8.27264864917077,0.00378495069452956,0.986450847679711,-4.59122221048172
"219244_s_at","219244_s_at","MRPL46","26589","mitochondrial ribosomal protein L46",-131.776987711589,440.481480916341,-8.25770838155125,0.00380471812122094,0.986450847679711,-4.59122301010725
"215203_at","215203_at","GOLGA4","2803","golgin A4",56.1323038736979,98.326171875,8.255951684123,0.00380705137528421,0.986450847679711,-4.5912231043977
"217724_at","217724_at","SERBP1","26135","SERPINE1 mRNA binding protein 1",-449.704874674479,2930.6411336263,-8.24243723734152,0.00382506482682896,0.986450847679711,-4.5912238316874
"212286_at","212286_at","ANKRD12","23253","ankyrin repeat domain 12",77.2445643742879,82.4049242337545,8.21865009493243,0.00385704583480186,0.986450847679711,-4.59122512004357
"212440_at","212440_at","SNRNP27","11017","small nuclear ribonucleoprotein U4/U6.U5 subunit 27",-129.153889973958,861.823893229167,-8.20592564324558,0.003874298830218,0.986450847679711,-4.59122581356758
"204457_s_at","204457_s_at","GAS1","2619","growth arrest specific 1",61.3344548543294,203.341958363851,8.11280685536251,0.0040037206532057,0.986450847679711,-4.59123098282477
"204119_s_at","204119_s_at","ADK","132","adenosine kinase",-102.423136393229,398.895843505859,-8.04488608514723,0.00410175096519954,0.986450847679711,-4.59123486036885
"202209_at","202209_at","LSM3","27258","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",134.747914632161,517.141240437826,8.04315980773117,0.00410428368688306,0.986450847679711,-4.59123496012734
"213826_s_at","213826_s_at","H3F3A","3020",NA,55.1259078979492,95.0661735534668,8.02373917736363,0.00413291994124696,0.986450847679711,-4.59123608658921
"213695_at","213695_at","PON3","5446","paraoxonase 3",63.2478523254394,113.440832138062,7.93947772471242,0.00426027423609705,0.986450847679711,-4.59124106437952
"201274_at","201274_at","PSMA5","5686","proteasome 20S subunit alpha 5",-123.684387207031,550.336466471354,-7.88110953132315,0.00435155140578283,0.986450847679711,-4.59124460078886
"201296_s_at","201296_s_at","WSB1","26118","WD repeat and SOCS box containing 1",104.304209391276,271.53732808431,7.83377353221351,0.0044274848726392,0.986450847679711,-4.59124752342625
"209613_s_at","209613_s_at","ADH1B","125","alcohol dehydrogenase 1B (class I), beta polypeptide",140.660809834798,239.760756174723,7.81169393330926,0.0044635032930109,0.986450847679711,-4.59124890374951
"202447_at","202447_at","DECR1","1666","2,4-dienoyl-CoA reductase 1",-421.685414632162,946.731592814128,-7.78949322652649,0.0045001110389352,0.986450847679711,-4.59125030275518
"203605_at","203605_at","SRP54","6729","signal recognition particle 54",51.8850758870442,288.14554087321,7.7216261040734,0.00461451190043916,0.986450847679711,-4.59125464981287
"209271_at","209271_at","BPTF","2186","bromodomain PHD finger transcription factor",97.610715230306,180.518693288167,7.71882567036502,0.00461931467335177,0.986450847679711,-4.59125483149808
"202060_at","202060_at","CTR9","9646","CTR9 homolog, Paf1/RNA polymerase II complex component",-84.6384480794271,254.846130371094,-7.69409386227743,0.00466201829903593,0.986450847679711,-4.59125644410739
"201220_x_at","201220_x_at","CTBP2","1488","C-terminal binding protein 2",101.204600016276,374.746912638346,7.67605731367783,0.00469349109949626,0.986450847679711,-4.5912576293697
"219420_s_at","219420_s_at","COA7","65260","cytochrome c oxidase assembly factor 7 (putative)",-118.757250467936,163.095348358154,-7.60305279099776,0.00482378849331265,0.986450847679711,-4.59126250765944
"203097_s_at","203097_s_at","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2",69.9515279134114,523.929611206055,7.57455113262424,0.00487595522992156,0.986450847679711,-4.59126444805801
"221067_s_at","221067_s_at","SPX","80763","spexin hormone",-99.9388732910156,234.510935465495,-7.55897929999269,0.00490477168274385,0.986450847679711,-4.59126551686157
"218339_at","218339_at","MRPL22","29093","mitochondrial ribosomal protein L22",-108.105850219727,324.489250183105,-7.53854403602746,0.00494293067171879,0.986450847679711,-4.59126692886926
"210095_s_at","210095_s_at","IGFBP3","3486","insulin like growth factor binding protein 3",65.2038459777831,113.386012395223,7.42853853487788,0.00515523094593913,0.986450847679711,-4.5912747174588
"217214_s_at","217214_s_at","SLC6A2","6530","solute carrier family 6 member 2",52.0438620249431,58.5620203018188,7.3832979786789,0.0052460372855271,0.986450847679711,-4.59127801505905
"218540_at","218540_at","THTPA","79178","thiamine triphosphatase",-86.9715881347657,247.87043762207,-7.35375459530223,0.00530647958056394,0.986450847679711,-4.59128019912152
"220331_at","220331_at","CYP46A1","10858","cytochrome P450 family 46 subfamily A member 1",65.922648747762,76.6910320917765,7.35070017679083,0.00531278093048789,0.986450847679711,-4.59128042632482
"212568_s_at","212568_s_at","DLAT","1737","dihydrolipoamide S-acetyltransferase",-98.1639862060548,445.106992085775,-7.34444729757373,0.00532571165498028,0.986450847679711,-4.59128089226862
"201060_x_at","201060_x_at","STOM","2040","stomatin",-66.5550944010417,227.907485961914,-7.30920481622955,0.00539937468166203,0.986450847679711,-4.59128353924578
"209199_s_at","209199_s_at","MEF2C","4208","myocyte enhancer factor 2C",-298.524983723958,2539.73156738281,-7.30780034591631,0.0054023380786605,0.986450847679711,-4.59128364547029
"211992_at","211992_at","WNK1","65125","WNK lysine deficient protein kinase 1",-49.444305419922,438.046768188477,-7.29985952133023,0.00541913348993402,0.986450847679711,-4.591284247132
"204359_at","204359_at","FLRT2 /// LOC100506718","23768 /// 100506718",NA,-70.9113972981772,359.739522298177,-7.26744367003472,0.00548841516627405,0.986450847679711,-4.59128672225447
"219879_s_at","219879_s_at","C17orf53","78995",NA,47.7088772455851,38.1139718691508,7.22184953722235,0.0055878559653462,0.986450847679711,-4.59129025610505
"211084_x_at","211084_x_at","PRKD3","23683","protein kinase D3",68.7578570048014,64.4962698618571,7.16479546462597,0.00571566993078712,0.986450847679711,-4.59129476659646
"205217_at","205217_at","TIMM8A","1678","translocase of inner mitochondrial membrane 8A",-46.2822240193685,74.148609161377,-7.14898694116318,0.00575176632777181,0.986450847679711,-4.59129603410161
"215706_x_at","215706_x_at","ZYX","7791","zyxin",67.3072725931804,130.866731643677,7.13960962652997,0.00577332031066985,0.986450847679711,-4.59129678964961
"214285_at","214285_at","FABP3","2170","fatty acid binding protein 3",-175.237660725911,452.671839396159,-7.13163375160349,0.00579173703858081,0.986450847679711,-4.59129743445446
"37201_at","37201_at","ITIH4","3700","inter-alpha-trypsin inhibitor heavy chain 4",65.6765034993489,205.663864135742,7.12348046657288,0.00581064365947507,0.986450847679711,-4.59129809567602
"202305_s_at","202305_s_at","FEZ2","9637","fasciculation and elongation protein zeta 2",197.735473632812,671.458404541016,7.1105946965443,0.00584069089414576,0.986450847679711,-4.59129914499332
"215848_at","215848_at","SCAPER","49855","S-phase cyclin A associated protein in the ER",49.0284627278646,188.17990620931,7.07836228927455,0.00591675435094352,0.986450847679711,-4.59130179301039
"211758_x_at","211758_x_at","TXNDC9","10190","thioredoxin domain containing 9",-61.9070027669271,347.236612955729,-7.06235779106941,0.00595500851369142,0.986450847679711,-4.59130312031855
"202432_at","202432_at","PPP3CB","5532","protein phosphatase 3 catalytic subunit beta",523.620524088543,2806.98962402344,7.044820564044,0.0059973019292818,0.986450847679711,-4.59130458435499
"218654_s_at","218654_s_at","MRPS33","51650","mitochondrial ribosomal protein S33",-465.243489583333,1295.41080729167,-7.03719179756599,0.00601582347438988,0.986450847679711,-4.59130522437682
"211336_x_at","211336_x_at","LILRB1","10859","leukocyte immunoglobulin like receptor B1",-71.4650675455729,64.0029474894206,-7.03002426807038,0.00603329404030642,0.986450847679711,-4.59130582745799
"209029_at","209029_at","COPS7A","50813","COP9 signalosome subunit 7A",-48.1970011393229,370.888916015625,-7.01444171218575,0.00607150754446543,0.986450847679711,-4.59130714448349
"38037_at","38037_at","HBEGF","1839","heparin binding EGF like growth factor",45.5266240437825,133.520323435465,7.0028746561649,0.00610008050043853,0.986450847679711,-4.5913081273776
"220941_s_at","220941_s_at","C21orf91","54149","chromosome 21 open reading frame 91",47.4834753672282,44.1975806554159,6.98387503843133,0.00614739966543877,0.986450847679711,-4.59130975163955
"208706_s_at","208706_s_at","EIF5","1983","eukaryotic translation initiation factor 5",-183.889099121094,1010.43962605794,-6.98052501477423,0.00615579318325148,0.986450847679711,-4.59131003930073
"202973_x_at","202973_x_at","FAM13A","10144","family with sequence similarity 13 member A",113.434000651042,302.305898030599,6.97287680767371,0.0061750125884722,0.986450847679711,-4.5913106974747
"204937_s_at","204937_s_at","ZNF274","10782","zinc finger protein 274",-78.7398935953777,295.291440327962,-6.95653737462339,0.00621633844812028,0.986450847679711,-4.59131211029698
"217877_s_at","217877_s_at","GPBP1L1","60313","GC-rich promoter binding protein 1 like 1",131.921676635742,302.245877583822,6.89404086410817,0.00637781432660967,0.986450847679711,-4.59131759988924
"221523_s_at","221523_s_at","RRAGD","58528","Ras related GTP binding D",-86.6787618001302,709.820063273112,-6.88599121214434,0.00639901328316877,0.986450847679711,-4.59131831698574
"201898_s_at","201898_s_at","UBE2A","7319","ubiquitin conjugating enzyme E2 A",-55.276102701823,331.643798828125,-6.866345971462,0.00645114112076464,0.986450847679711,-4.59132007682514
"210418_s_at","210418_s_at","IDH3B","3420","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta",-381.619120279948,1469.39572143555,-6.81603944179231,0.00658720522573971,0.986450847679711,-4.59132464732439
"214145_s_at","214145_s_at","SPTB","6710","spectrin beta, erythrocytic",72.8535105387368,374.450452168783,6.79628682488,0.00664166454999152,0.986450847679711,-4.59132646747253
"200986_at","200986_at","SERPING1","710","serpin family G member 1",89.5598602294922,200.948768615723,6.78895655535916,0.00666202561322273,0.986450847679711,-4.5913271466537
"208816_x_at","208816_x_at","ANXA2P2","304","annexin A2 pseudogene 2",157.208999633789,259.391817728678,6.76691348550298,0.00672375198004768,0.986450847679711,-4.59132920126908
"209183_s_at","209183_s_at","C10orf10","11067",NA,193.122105916341,330.146151224772,6.72095367736642,0.00685489701514536,0.986450847679711,-4.59133354496828
"202110_at","202110_at","COX7B","1349","cytochrome c oxidase subunit 7B",-911.359781901042,4614.9072672526,-6.70365100028129,0.00690514304354459,0.986450847679711,-4.59133520153026
"207320_x_at","207320_x_at","STAU1","6780","staufen double-stranded RNA binding protein 1",-73.3205362955729,1138.42977905273,-6.69932642675874,0.00691777714857393,0.986450847679711,-4.59133561740533
"201678_s_at","201678_s_at","HMCES","56941","5-hydroxymethylcytosine binding, ES cell specific",72.0340016682943,245.972429911296,6.66145319947335,0.0070297352909471,0.986450847679711,-4.59133929127302
"205133_s_at","205133_s_at","HSPE1","3336","heat shock protein family E (Hsp10) member 1",-118.458323160807,381.295527140299,-6.65381409741229,0.00705260632525742,0.986450847679711,-4.59134003927174
"217491_x_at","217491_x_at","COX7C","1350","cytochrome c oxidase subunit 7C",-433.085774739584,3585.70711263021,-6.65183508639191,0.00705854735917716,0.986450847679711,-4.59134023343575
"202284_s_at","202284_s_at","CDKN1A","1026","cyclin dependent kinase inhibitor 1A",-48.4996967315674,84.8695453008016,-6.64083412263501,0.00709169300310339,0.986450847679711,-4.59134131565706
"210417_s_at","210417_s_at","PI4KB","5298","phosphatidylinositol 4-kinase beta",66.1693506240845,105.267891724904,6.6246772053271,0.00714074624039627,0.986450847679711,-4.59134291405038
"213791_at","213791_at","PENK","5179","proenkephalin",53.0360209147136,135.256907145182,6.62273369770819,0.0071466769219703,0.986450847679711,-4.59134310704197
"203630_s_at","203630_s_at","COG5","10466","component of oligomeric golgi complex 5",-51.6209920247395,302.089996337891,-6.58449944076744,0.00726468143412879,0.986450847679711,-4.59134693556294
"212231_at","212231_at","FBXO21","23014","F-box protein 21",61.6627400716146,342.159362792969,6.58390382603373,0.00726653994743147,0.986450847679711,-4.5913469956866
"214879_x_at","214879_x_at","USF2","7392","upstream transcription factor 2, c-fos interacting",-101.760114034017,170.368305206299,-6.57675484487225,0.00728889607266514,0.986450847679711,-4.59134771849783
"218952_at","218952_at","PCSK1N","27344","proprotein convertase subtilisin/kexin type 1 inhibitor",56.4412409464518,62.8142433166504,6.5637869197948,0.00732968086676849,0.986450847679711,-4.59134903515622
"212501_at","212501_at","CEBPB","1051","CCAAT enhancer binding protein beta",862.238199869792,2552.86551920573,6.5626085475301,0.00733340179415226,0.986450847679711,-4.59134915515219
"204950_at","204950_at","CARD8","22900","caspase recruitment domain family member 8",-53.7006429036458,122.72157796224,-6.55498893463185,0.00735752229288164,0.986450847679711,-4.5913499324998
"202061_s_at","202061_s_at","SEL1L","6400","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase",69.0350087483725,422.514427185059,6.53621539903844,0.00741739903027314,0.986450847679711,-4.59135185836656
"210708_x_at","210708_x_at","CASP10","843","caspase 10",-42.3837966918945,94.6642875671387,-6.52372895197676,0.00745757940441537,0.986450847679711,-4.59135314769004
"206231_at","206231_at","KCNN1","3780","potassium calcium-activated channel subfamily N member 1",-82.3854230244955,108.988893508911,-6.52328428009027,0.00745901560326852,0.986450847679711,-4.59135319373053
"218890_x_at","218890_x_at","MRPL35","51318","mitochondrial ribosomal protein L35",-216.143473307292,280.91264851888,-6.51682942728912,0.00747990453863019,0.986450847679711,-4.59135386302269
"209087_x_at","209087_x_at","MCAM","4162","melanoma cell adhesion molecule",50.7258478800455,145.554978688558,6.51613662126798,0.00748215114626914,0.986450847679711,-4.59135393496637
"200027_at","200027_at","NARS","4677",NA,-648.170613606771,1639.19761149089,-6.48342773876238,0.00758923763094727,0.986450847679711,-4.59135735555646
"217804_s_at","217804_s_at","ILF3","3609","interleukin enhancer binding factor 3",89.0911509195963,331.35533396403,6.47513566129682,0.0076167055893022,0.986450847679711,-4.59135823023207
"215266_at","215266_at","DNAH3","55567","dynein axonemal heavy chain 3",-43.1333389282227,103.658323923747,-6.45077812426067,0.00769815212196173,0.986450847679711,-4.591360817339
"201706_s_at","201706_s_at","PEX19","5824","peroxisomal biogenesis factor 19",-77.3497111002604,390.27333577474,-6.43640139297837,0.00774676366107453,0.986450847679711,-4.59136235691414
"211779_x_at","211779_x_at","AP2A2","161","adaptor related protein complex 2 subunit alpha 2",44.7542928059896,168.139541625977,6.39269423275343,0.00789705372993504,0.986450847679711,-4.59136709559437
"203606_at","203606_at","NDUFS6","4726","NADH:ubiquinone oxidoreductase subunit S6",-479.534586588542,1793.62259928385,-6.34670389019595,0.00805936678821599,0.986450847679711,-4.59137217816935
"212716_s_at","212716_s_at","EIF3K","27335","eukaryotic translation initiation factor 3 subunit K",-434.438517252604,2227.14117431641,-6.33061652648928,0.00811717953361301,0.986450847679711,-4.59137397983445
"219506_at","219506_at","C1orf54","79630","chromosome 1 open reading frame 54",-56.9034779866536,157.402269999186,-6.32870453573317,0.00812408685206824,0.986450847679711,-4.59137419479268
"203698_s_at","203698_s_at","FRZB","2487","frizzled related protein",122.836250305176,306.299114227295,6.32178965721455,0.00814913243320968,0.986450847679711,-4.5913749736855
"213792_s_at","213792_s_at","INSR","3643","insulin receptor",71.488655090332,281.196778615316,6.2844591818203,0.00828611250534737,0.986450847679711,-4.59137921893626
"201754_at","201754_at","COX6C","1345","cytochrome c oxidase subunit 6C",-656.399902343751,3871.84928385417,-6.26834900017869,0.00834616302613178,0.986450847679711,-4.59138107226459
"41657_at","41657_at","STK11","6794","serine/threonine kinase 11",42.7974065144857,197.819978078206,6.23487787659641,0.00847276882764106,0.986450847679711,-4.59138496447417
"214004_s_at","214004_s_at","VGLL4","9686","vestigial like family member 4",79.5573959350585,98.2227058410645,6.20907354123497,0.00857210438960594,0.986450847679711,-4.5913880040958
"205384_at","205384_at","FXYD1","5348","FXYD domain containing ion transport regulator 1",269.968933105469,1018.38615926107,6.19445309698249,0.00862906728467242,0.986450847679711,-4.5913897415718
"203385_at","203385_at","DGKA","1606","diacylglycerol kinase alpha",88.058588663737,225.812812805176,6.18769967945139,0.00865554748048205,0.986450847679711,-4.59139054790026
"220041_at","220041_at","PIGZ","80235","phosphatidylinositol glycan anchor biosynthesis class Z",60.7457415262858,112.292229334513,6.1727412118342,0.00871458138475278,0.986450847679711,-4.59139234239505
"213539_at","213539_at","CD3D","915","CD3d molecule",-73.6807130177816,72.1122573216756,-6.17163251179816,0.00871897794322596,0.986450847679711,-4.59139247586971
"202351_at","202351_at","ITGAV","3685","integrin subunit alpha V",-129.693756103516,435.795455932617,-6.16068565131793,0.00876254479135553,0.986450847679711,-4.59139379723969
