"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1284_at","1284_at","1284","COL4A2","collagen type IV alpha 2 chain",0.582702859666666,6.36961474891667,5.18976654129356,7.91985570384001e-05,0.0730738686274305,1.6156831297715
"56105_at","56105_at","56105","PCDHGA11","protocadherin gamma subfamily A, 11",-0.36103279475,6.128409669625,-5.11771967069387,9.1785869267355e-05,0.0747615221593662,1.48899197689868
"51177_at","51177_at","51177","PLEKHO1","pleckstrin homology domain containing O1",0.351265098999999,6.38654827033333,5.11221042141907,9.2829247257918e-05,0.0747615221593662,1.47927287743781
"83873_at","83873_at","83873","GPR61","G protein-coupled receptor 61",-0.303807059083335,4.26848990129167,-5.08087551360182,9.8999734076722e-05,0.0747615221593662,1.42390996608168
"23012_at","23012_at","23012","STK38L","serine/threonine kinase 38 like",0.3299811475,6.97945414275,5.06334008703243,0.000102635037646529,0.0747615221593662,1.39286642192029
"56114_at","56114_at","56114","PCDHGA1","protocadherin gamma subfamily A, 1",-0.342492454416666,4.68647473670833,-4.99467291360317,0.000118240796333892,0.0782204326299955,1.27088213279094
"84503_at","84503_at","84503","ZNF527","zinc finger protein 527",-0.280713167666664,4.98403434666667,-4.95202122785372,0.000129140322156976,0.0782204326299955,1.19478131528864
"1292_at","1292_at","1292","COL6A2","collagen type VI alpha 2 chain",0.378889713833331,7.13513041066667,4.94909277197516,0.000129925460829808,0.0782204326299955,1.1895470563663
"3984_at","3984_at","3984","LIMK1","LIM domain kinase 1",0.304079011333332,5.91092607175,4.94885061492324,0.000129990603359097,0.0782204326299955,1.18911417752402
"8828_at","8828_at","8828","NRP2","neuropilin 2",0.360989728750002,4.73207273545833,4.90421435513128,0.000142588648277624,0.0822261205067634,1.10918642462731
"337967_at","337967_at","337967","KRTAP6-2","keratin associated protein 6-2",-0.330694445583331,3.98025891104167,-4.87977582015071,0.000150009308782692,0.0830451533420983,1.06531204049953
"285282_at","285282_at","285282","RABL3","RAB, member of RAS oncogene family like 3",-0.288668311750002,7.22216527345833,-4.84225830357499,0.000162179213174505,0.0838884956783653,0.99780307311226
"23452_at","23452_at","23452","ANGPTL2","angiopoietin like 2",0.537688746083335,7.44027034345833,4.8379050227506,0.000163655302262707,0.0838884956783653,0.989957838130967
"2651_at","2651_at","2651","GCNT2","glucosaminyl (N-acetyl) transferase 2 (I blood group)",-0.662302872999999,4.627958541,-4.73671936565061,0.000202125724820597,0.0999078582684665,0.806923281590285
"100033432_at","100033432_at","100033432","SNORD116-21","small nucleolar RNA, C/D box 116-21",-0.451566810916667,8.476058381125,-4.71772311673929,0.000210321498364509,0.100374121978097,0.772418058424176
"3398_at","3398_at","3398","ID2","inhibitor of DNA binding 2",0.398370418666667,5.96742584341667,4.63779303172195,0.000248701014440622,0.109035994693006,0.62675474793966
"7837_at","7837_at","7837","PXDN","peroxidasin",0.549207510083334,6.43681987920833,4.60353605175812,0.000267271902013434,0.109035994693006,0.564096140109003
"3778_at","3778_at","3778","KCNMA1","potassium calcium-activated channel subfamily M alpha 1",-0.359538997166667,6.96805028608333,-4.59593681197684,0.000271579713961094,0.109035994693006,0.550178413089386
"3628_at","3628_at","3628","INPP1","inositol polyphosphate-1-phosphatase",0.329997367833334,5.19492063608333,4.59499567034602,0.00027211812788898,0.109035994693006,0.5484542930308
"10117_at","10117_at","10117","ENAM","enamelin",-0.413133107166668,6.40701516958333,-4.58764759068992,0.000276359462476058,0.109035994693006,0.534989585610537
"56110_at","56110_at","56110","PCDHGA5","protocadherin gamma subfamily A, 5",-0.394716244499997,4.70830729708333,-4.57605100842411,0.000283190639099269,0.109035994693006,0.513727570592966
"6925_at","6925_at","6925","TCF4","transcription factor 4",0.24740860725,8.75986049495833,4.54368467043222,0.000303181671199746,0.109035994693006,0.454306096695239
"55901_at","55901_at","55901","THSD1","thrombospondin type 1 domain containing 1",0.309540951416667,4.90625402254167,4.54179425463066,0.000304392803967168,0.109035994693006,0.45083193556408
"1602_at","1602_at","1602","DACH1","dachshund family transcription factor 1",0.334374398166668,5.38174672325,4.54134776982831,0.000304679572320707,0.109035994693006,0.450011339895553
"90204_at","90204_at","90204","ZSWIM1","zinc finger SWIM-type containing 1",-0.265983304416666,6.82189275029167,-4.53735763685858,0.000307254609322777,0.109035994693006,0.442676905725918
"7306_at","7306_at","7306","TYRP1","tyrosinase related protein 1",-0.45935669175,3.99018740120833,-4.52257312294292,0.000316990645656616,0.109678763397189,0.415485918066824
"57547_at","57547_at","57547","ZNF624","zinc finger protein 624",0.281437192166667,4.02300301591667,4.47351198709381,0.000351609114634069,0.11574843866869,0.325089415505231
"5159_at","5159_at","5159","PDGFRB","platelet derived growth factor receptor beta",0.285217523,7.752629449,4.44710214007183,0.000371813994061308,0.11574843866869,0.276325824011805
"84689_at","84689_at","84689","MS4A14","membrane spanning 4-domains A14",0.312339903999999,4.15546516691667,4.44174867275338,0.000376051582707411,0.11574843866869,0.266432532746927
"7277_at","7277_at","7277","TUBA4A","tubulin alpha 4a",-0.230869690749998,9.93977803429167,-4.43054151989144,0.00038508248876274,0.11574843866869,0.24571231972407
"84230_at","84230_at","84230","LRRC8C","leucine rich repeat containing 8 VRAC subunit C",0.291569412166669,7.328584683,4.42569371848101,0.000389056975787888,0.11574843866869,0.23674567841131
"25903_at","25903_at","25903","OLFML2B","olfactomedin like 2B",0.62229147,5.57527702325,4.42261884040756,0.000391599521752669,0.11574843866869,0.231057095263766
"7060_at","7060_at","7060","THBS4","thrombospondin 4",0.865003404750001,7.342205137125,4.41982463488098,0.0003939246374293,0.11574843866869,0.225886960038572
"9908_at","9908_at","9908","G3BP2","G3BP stress granule assembly factor 2",-0.211255656416666,8.91605293920833,-4.41090679710414,0.000401439671683319,0.11574843866869,0.209381149858177
"65977_at","65977_at","65977","PLEKHA3","pleckstrin homology domain containing A3",0.464447704749998,4.266164189125,4.39372779105761,0.000416329796260988,0.117591926127593,0.177563335055705
"388468_at","388468_at","388468","POTEC","POTE ankyrin domain family member C",-0.298653813416668,4.148475313375,-4.35939006137682,0.000447797087016462,0.120993010217813,0.113881712073677
"23462_at","23462_at","23462","HEY1","hes related family bHLH transcription factor with YRPW motif 1",0.336634697583334,5.021784843625,4.35691706533355,0.00045015456351075,0.120993010217813,0.109291154302279
"412_at","412_at","412","STS","steroid sulfatase",0.268605427416666,6.728954895875,4.35229143490423,0.000454598015269239,0.120993010217813,0.100703217519545
"151188_at","151188_at","151188","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6",0.236302309416668,5.243958901125,4.34227966026667,0.000464368645003755,0.121261548053811,0.082108721508436
"3912_at","3912_at","3912","LAMB1","laminin subunit beta 1",0.445746554666668,7.47541009291667,4.31904169045039,0.000487876977514335,0.121755763533208,0.0389151107085555
"81848_at","81848_at","81848","SPRY4","sprouty RTK signaling antagonist 4",0.299904806999999,5.10895232291667,4.31789456434636,0.000489068257729769,0.121755763533208,0.0367816520575071
"2791_at","2791_at","2791","GNG11","G protein subunit gamma 11",0.348569619333335,7.11274366608333,4.31146681592789,0.000495798246689088,0.121755763533208,0.0248250112065431
"7059_at","7059_at","7059","THBS3","thrombospondin 3",0.357140144,5.17308436266667,4.30478115372759,0.000502898030152962,0.121755763533208,0.0123848017287038
"118490_at","118490_at","118490","MSS51","MSS51 mitochondrial translational activator",0.365214424416665,9.58704882045833,4.29795991442429,0.000510248141974425,0.121755763533208,-0.000311650086353588
"2635_at","2635_at","2635","GBP3","guanylate binding protein 3",0.294624502500002,4.07002371283333,4.28827639006854,0.000520870075376345,0.122183760054383,-0.0183425290832373
"7352_at","7352_at","7352","UCP3","uncoupling protein 3",0.438175693333331,9.13746571183333,4.27843218029961,0.000531898272082918,0.122691201427126,-0.0366807253564136
"7351_at","7351_at","7351","UCP2","uncoupling protein 2",0.385577933166667,8.42459860316667,4.26396458971267,0.000548537244708021,0.124425584820956,-0.0636461892248539
"116362_at","116362_at","116362","RBP7","retinol binding protein 7",0.377961940083333,4.17392488220833,4.25644082045751,0.000557397851076538,0.124425584820956,-0.0776761860125736
"3726_at","3726_at","3726","JUNB","JunB proto-oncogene, AP-1 transcription factor subunit",0.408021596833334,5.84264348633333,4.22465556042876,0.000596461016627739,0.131032070954411,-0.136998069413448
"3700_at","3700_at","3700","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4",0.441948052833331,8.33098677233333,4.20245089699771,0.000625385421980232,0.135239597503225,-0.178486113555791
"90019_at","90019_at","90019","SYT8","synaptotagmin 8",-0.227218808583333,4.294635020625,-4.16937930613112,0.000671121346015919,0.142897221982467,-0.240346672781243
"10438_at","10438_at","10438","C1D","C1D nuclear receptor corepressor",-0.403426787916667,6.41895028979167,-4.16169845996186,0.000682219341581511,0.143059328598305,-0.254725057812469
"161198_at","161198_at","161198","CLEC14A","C-type lectin domain containing 14A",0.226556102416668,5.96708338629167,4.13999759611335,0.000714588718806724,0.145518960583754,-0.295370935225508
"348158_at","348158_at","348158","ACSM2B","acyl-CoA synthetase medium chain family member 2B",-0.484175510499998,5.92392227825,-4.13521999492146,0.000721921262883304,0.145518960583754,-0.304323759475481
"255275_at","255275_at","255275","MYADML2","myeloid associated differentiation marker like 2",-0.275072501916667,6.46291609279167,-4.12829517210584,0.000732684609025153,0.145518960583754,-0.317303025480703
"5330_at","5330_at","5330","PLCB2","phospholipase C beta 2",0.232802297999998,4.54818710325,4.12597974334329,0.000736319595584964,0.145518960583754,-0.321643571623151
"22822_at","22822_at","22822","PHLDA1","pleckstrin homology like domain family A member 1",0.220302104916668,4.70683020854167,4.1185870904965,0.000748047808165618,0.145518960583754,-0.335504349884292
"8811_at","8811_at","8811","GALR2","galanin receptor 2",-0.259909236166667,4.30932460091667,-4.10911352675245,0.000763353862271524,0.145518960583754,-0.353271931956424
"56113_at","56113_at","56113","PCDHGA2","protocadherin gamma subfamily A, 2",-0.471173771500001,5.2891329505,-4.10655022954984,0.000767549430824712,0.145518960583754,-0.358080368619969
"3339_at","3339_at","3339","HSPG2","heparan sulfate proteoglycan 2",0.333303032000002,7.98673181941667,4.09071047888598,0.000793997729092138,0.147547486799862,-0.387803080123512
"6624_at","6624_at","6624","FSCN1","fascin actin-bundling protein 1",0.375529750916666,5.95595593654167,4.08450856276096,0.000804602516821675,0.147547486799862,-0.399445016960418
"57407_at","57407_at","57407","NMRAL1","NmrA like redox sensor 1",0.18069742025,3.84287395804167,4.07887014454612,0.000814367911259831,0.147547486799862,-0.410031229660778
"285830_at","285830_at","285830","HLA-F-AS1","HLA-F antisense RNA 1",-0.289096531083334,5.71809774370833,-4.07514068282218,0.000820892809507904,0.147547486799862,-0.417034408596026
"1287_at","1287_at","1287","COL4A5","collagen type IV alpha 5 chain",-0.207248448333334,5.08764329175,-4.06276559340699,0.000842924407259706,0.149565048672748,-0.440278294189306
"388951_at","388951_at","388951","TSPYL6","TSPY like 6",-0.278001956166667,4.21734921375,-4.0341186255013,0.000896243801156784,0.152199685061314,-0.494119354328163
"54985_at","54985_at","54985","HCFC1R1","host cell factor C1 regulator 1",0.267082459666665,6.68891844208333,4.03392662631717,0.00089661241443729,0.152199685061314,-0.494480366175499
"7037_at","7037_at","7037","TFRC","transferrin receptor",-0.441038454666664,8.38052845516667,-4.03184509905894,0.00090061850741136,0.152199685061314,-0.498394345955564
"56099_at","56099_at","56099","PCDHGB7","protocadherin gamma subfamily B, 7",-0.293222681250001,6.144312371625,-4.02759985358179,0.000908844948981941,0.152199685061314,-0.50637758549774
"81603_at","81603_at","81603","TRIM8","tripartite motif containing 8",0.190028794166667,8.27834550758333,4.02559400072606,0.00091275822688505,0.152199685061314,-0.510149957936537
"4811_at","4811_at","4811","NID1","nidogen 1",0.401108598,6.81421775725,3.99595626730052,0.000972600759808815,0.159163086001059,-0.565913826585803
"57554_at","57554_at","57554","LRRC7","leucine rich repeat containing 7",-0.359900399583334,5.770247272125,-3.9936028307988,0.000977518953041184,0.159163086001059,-0.570343782268625
"677840_at","677840_at","677840","SNORA71D","small nucleolar RNA, H/ACA box 71D",0.304067457499999,10.52593055375,3.97335249702393,0.00102088755122391,0.164291671034173,-0.608472884790795
"1948_at","1948_at","1948","EFNB2","ephrin B2",0.222369466833333,5.820567289,3.96343108185196,0.00104283815484454,0.165895173138488,-0.627160897607997
"7453_at","7453_at","7453","WARS1","tryptophanyl-tRNA synthetase 1",0.236702450583334,8.20647386170833,3.95082013686415,0.00107142698005539,0.168219018295125,-0.650921388489571
"440270_at","440270_at","440270","GOLGA8B","golgin A8 family member B",0.578871187333332,5.47572292308333,3.94634471280366,0.00108176140710868,0.168219018295125,-0.659355303765317
"57608_at","57608_at","57608","JCAD","junctional cadherin 5 associated",0.242848357250002,6.20540144395833,3.93631225230043,0.00110529410272389,0.168219018295125,-0.678264563056548
"649446_at","649446_at","649446","DLGAP1-AS1","DLGAP1 antisense RNA 1",0.343255391000002,4.47969905658333,3.93299075949145,0.00111319822364126,0.168219018295125,-0.6845258758042
"10217_at","10217_at","10217","CTDSPL","CTD small phosphatase like",0.337535914166666,6.84202495541667,3.93089326145416,0.00111821890774216,0.168219018295125,-0.68848008446588
"23328_at","23328_at","23328","SASH1","SAM and SH3 domain containing 1",0.276144479,7.07378697108333,3.90269343264799,0.00118797516468361,0.170699287134016,-0.741659560436131
"4093_at","4093_at","4093","SMAD9","SMAD family member 9",0.524758322583331,5.97929851579167,3.898523115614,0.00119865634016926,0.170699287134016,-0.749526570738625
"27347_at","27347_at","27347","STK39","serine/threonine kinase 39",0.282038084083333,5.67676727029167,3.89608212939738,0.00120495305613377,0.170699287134016,-0.754131616422923
"3760_at","3760_at","3760","KCNJ3","potassium inwardly rectifying channel subfamily J member 3",-0.313365386999999,4.0834981995,-3.89511759561708,0.00120745030861442,0.170699287134016,-0.755951318638614
"1285_at","1285_at","1285","COL4A3","collagen type IV alpha 3 chain",0.277211273333332,6.27575620375,3.89133073969719,0.00121730521545813,0.170699287134016,-0.763095975565017
"64094_at","64094_at","64094","SMOC2","SPARC related modular calcium binding 2",0.421847871,7.27473576416667,3.88241062429656,0.0012408398150693,0.170699287134016,-0.77992755397429
"25840_at","25840_at","25840","METTL7A","methyltransferase like 7A",-0.3104781955,7.82521495141667,-3.88166325477569,0.00124283230888339,0.170699287134016,-0.78133790892038
"57572_at","57572_at","57572","DOCK6","dedicator of cytokinesis 6",0.2558673395,5.850017067,3.88066806141517,0.00124549049844063,0.170699287134016,-0.783215959918811
"79630_at","79630_at","79630","C1orf54","chromosome 1 open reading frame 54",0.295799151499999,3.68152700433333,3.88058593498112,0.00124571011564564,0.170699287134016,-0.78337094400703
"8708_at","8708_at","8708","B3GALT1","beta-1,3-galactosyltransferase 1",-0.36192399225,6.920512580125,-3.87466695217027,0.00126164123877119,0.171187399456797,-0.794541494718632
"132321_at","132321_at","132321","C4orf33","chromosome 4 open reading frame 33",-0.280397179416665,5.01107504595833,-3.86790933600263,0.00128008015736943,0.172003003669834,-0.807296171875357
"145567_at","145567_at","145567","TTC7B","tetratricopeptide repeat domain 7B",0.259275505500001,8.18151932233333,3.86173435374538,0.00129716607079862,0.172622869421662,-0.818952445342698
"23294_at","23294_at","23294","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A",0.219360825666667,6.94058947041667,3.85278112649894,0.00132234719671956,0.174297954310464,-0.835855219592813
"8832_at","8832_at","8832","CD84","CD84 molecule",0.401004074083332,3.91679042929167,3.84595574051217,0.00134187320418131,0.174798371629741,-0.848742472676892
"340156_at","340156_at","340156","MYLK4","myosin light chain kinase family member 4",0.728355738333333,5.758650491,3.84266051109063,0.00135140359569236,0.174798371629741,-0.854964799647441
"91156_at","91156_at","91156","IGFN1","immunoglobulin like and fibronectin type III domain containing 1",1.19726940391667,5.757336602375,3.82791457901476,0.00139489130609767,0.174915745708832,-0.882813024480817
"1318_at","1318_at","1318","SLC31A2","solute carrier family 31 member 2",0.235335660166666,5.68193697741667,3.82678876916606,0.00139826865485637,0.174915745708832,-0.884939398806275
"7525_at","7525_at","7525","YES1","YES proto-oncogene 1, Src family tyrosine kinase",0.235874133666664,6.12202759116667,3.81925901136008,0.0014210694780036,0.174915745708832,-0.899162079381004
"55917_at","55917_at","55917","CTTNBP2NL","CTTNBP2 N-terminal like",0.260042769083334,5.686510262625,3.81671002814245,0.00142887231484669,0.174915745708832,-0.903977084848415
"1306_at","1306_at","1306","COL15A1","collagen type XV alpha 1 chain",0.414272120166667,7.36776882683333,3.80747788267786,0.00145749509086937,0.174915745708832,-0.921417846663735
"91807_at","91807_at","91807","MYLK3","myosin light chain kinase 3",-0.3087275505,8.063521886,-3.80035844977177,0.00147996017082279,0.174915745708832,-0.934868773992934
"140606_at","140606_at","140606","SELENOM","selenoprotein M",-0.307966264833331,6.65062489366667,-3.79581731182464,0.00149447072223277,0.174915745708832,-0.943449054482882
"200734_at","200734_at","200734","SPRED2","sprouty related EVH1 domain containing 2",0.204657847416668,6.51273787895833,3.79275271172849,0.00150434380043383,0.174915745708832,-0.949239733485419
"1513_at","1513_at","1513","CTSK","cathepsin K",0.480858172416665,5.87380292220833,3.79211321848637,0.00150641226404314,0.174915745708832,-0.950448105503859
"4323_at","4323_at","4323","MMP14","matrix metallopeptidase 14",0.261912605333331,4.95313860583333,3.79051400225663,0.00151159748438905,0.174915745708832,-0.953469985899488
"10946_at","10946_at","10946","SF3A3","splicing factor 3a subunit 3",0.469602977499997,8.42960278591667,3.78802936650436,0.00151968908842835,0.174915745708832,-0.958165060714337
"57616_at","57616_at","57616","TSHZ3","teashirt zinc finger homeobox 3",0.266842762583335,4.47581176220833,3.78627880524416,0.00152541614234327,0.174915745708832,-0.961473072273926
"54842_at","54842_at","54842","MFSD6","major facilitator superfamily domain containing 6",0.24627238625,6.00797723104167,3.78282887285399,0.00153676623241716,0.174915745708832,-0.96799254138858
"90196_at","90196_at","90196","SYS1","SYS1 golgi trafficking protein",-0.287991856833337,6.95329778291667,-3.78153943119458,0.00154103013887107,0.174915745708832,-0.970429308630043
"387751_at","387751_at","387751","GVINP1","GTPase, very large interferon inducible pseudogene 1",0.297507439083333,3.98547443004167,3.78128063415327,0.00154188735379173,0.174915745708832,-0.97091838322912
"23158_at","23158_at","23158","TBC1D9","TBC1 domain family member 9",0.299061641333334,4.9463355535,3.7709914840331,0.00157635843252163,0.175378480859104,-0.990363836468566
"6347_at","6347_at","6347","CCL2","C-C motif chemokine ligand 2",0.477695763083334,6.19000477454167,3.7703851644074,0.00157841369095836,0.175378480859104,-0.991509779387769
"65987_at","65987_at","65987","KCTD14","potassium channel tetramerization domain containing 14",-0.258819997333333,5.85605770908333,-3.76874644898535,0.00158398194417543,0.175378480859104,-0.994606980661893
"43_at","43_at","43","ACHE","acetylcholinesterase (Cartwright blood group)",-0.281557759916667,7.27063609404167,-3.75470929277551,0.00163249343518395,0.179315151928142,-1.02113929391056
"4643_at","4643_at","4643","MYO1E","myosin IE",0.173352108916665,6.07533201320833,3.74324274119834,0.00167322414917538,0.182341907280214,-1.04281501778808
"3881_at","3881_at","3881","KRT31","keratin 31",0.328735809083334,5.11218754695833,3.73612339942958,0.00169902378644813,0.183478682588852,-1.05627391886663
"60312_at","60312_at","60312","AFAP1","actin filament associated protein 1",0.23423393675,5.01943456595833,3.73089485028974,0.00171822489056602,0.183478682588852,-1.06615873088026
"5523_at","5523_at","5523","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha",-0.167128781083333,9.526533300375,-3.72574970749198,0.00173733186331343,0.183478682588852,-1.07588616307091
"339398_at","339398_at","339398","LINGO4","leucine rich repeat and Ig domain containing 4",0.253618561,6.07367675233333,3.72047579345151,0.00175713790667636,0.183478682588852,-1.08585734047115
"57568_at","57568_at","57568","SIPA1L2","signal induced proliferation associated 1 like 2",0.332732967166666,5.58497363491667,3.71898060389244,0.00176279407760031,0.183478682588852,-1.0886842854223
"2328_at","2328_at","2328","FMO3","flavin containing dimethylaniline monoxygenase 3",0.392006092083333,5.64627016970833,3.71887392711166,0.00176319832256628,0.183478682588852,-1.08888597931659
"9425_at","9425_at","9425","CDYL","chromodomain Y like",-0.206537299749998,6.331662547875,-3.70149611037316,0.00183030494206532,0.186079098567221,-1.1217435273753
"5255_at","5255_at","5255","PHKA1","phosphorylase kinase regulatory subunit alpha 1",0.28111623925,8.92216637920833,3.6984775912829,0.0018422192454123,0.186079098567221,-1.12745109673004
"83999_at","83999_at","83999","KREMEN1","kringle containing transmembrane protein 1",-0.249791555333333,7.12542135566667,-3.69819389181297,0.00184334300913463,0.186079098567221,-1.12798753304997
"83661_at","83661_at","83661","MS4A8","membrane spanning 4-domains A8",-0.363338783666667,4.64674978925,-3.69692179343371,0.00184839036606943,0.186079098567221,-1.13039290047903
"10402_at","10402_at","10402","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6",-0.335172682833335,7.01347295616667,-3.69515763742731,0.0018554129770431,0.186079098567221,-1.13372869853947
"58473_at","58473_at","58473","PLEKHB1","pleckstrin homology domain containing B1",0.220901832916667,4.35779047279167,3.68635479430837,0.0018908556074191,0.188269364076837,-1.15037401401251
"3399_at","3399_at","3399","ID3","inhibitor of DNA binding 3, HLH protein",0.340868806416668,5.154766586125,3.67882865553946,0.00192169447241759,0.189973224987568,-1.16460546455385
"55208_at","55208_at","55208","DCUN1D2","defective in cullin neddylation 1 domain containing 2",-0.229200022833335,7.64647044158333,-3.66756200518907,0.0019688030559865,0.19250268092412,-1.18591026839327
"5054_at","5054_at","5054","SERPINE1","serpin family E member 1",0.317167226999999,4.3454254305,3.66607652625532,0.00197509976092667,0.19250268092412,-1.18871926679667
"6678_at","6678_at","6678","SPARC","secreted protein acidic and cysteine rich",0.522061266833338,10.2338768316667,3.66087577459532,0.00199730396930047,0.193305503042787,-1.19855374980186
"5209_at","5209_at","5209","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.518536715916666,8.73733777770833,3.64654493452068,0.00205978794173643,0.197968507733557,-1.22565289921429
"22846_at","22846_at","22846","VASH1","vasohibin 1",0.20237985775,5.436296657125,3.62925970657921,0.00213775759700567,0.203727942334495,-1.258337960151
"222584_at","222584_at","222584","FAM83B","family with sequence similarity 83 member B",-0.388888175583334,5.84286778495833,-3.62678629103491,0.00214915314890435,0.203727942334495,-1.2630148887635
"440279_at","440279_at","440279","UNC13C","unc-13 homolog C",-0.38137310825,5.64650641820833,-3.62168371761014,0.00217285381056725,0.204573447198985,-1.27266311864001
"5721_at","5721_at","5721","PSME2","proteasome activator subunit 2",0.364396881583333,6.42083086729167,3.61091935996022,0.00222371202739201,0.205949597638285,-1.29301635734056
"60681_at","60681_at","60681","FKBP10","FKBP prolyl isomerase 10",0.325380870999998,5.71495601558333,3.60947544768903,0.0022306238496377,0.205949597638285,-1.29574643393468
"29799_at","29799_at","29799","YPEL1","yippee like 1",0.3136742895,6.68914229916667,3.60727370006903,0.00224120463432171,0.205949597638285,-1.29990935150208
"216_at","216_at","216","ALDH1A1","aldehyde dehydrogenase 1 family member A1",-0.260483924499999,7.07638068025,-3.60607349803154,0.00224699344244082,0.205949597638285,-1.30217859462155
"145282_at","145282_at","145282","MIPOL1","mirror-image polydactyly 1",-0.236956995583331,5.39802300929167,-3.59726316502761,0.00228994669375175,0.206062593164873,-1.31883600774161
"28977_at","28977_at","28977","MRPL42","mitochondrial ribosomal protein L42",-0.275537019083333,7.183041441625,-3.59277974120217,0.00231211841960256,0.206062593164873,-1.32731235130615
"5213_at","5213_at","5213","PFKM","phosphofructokinase, muscle",0.247342876416672,10.7964012759583,3.58966184251662,0.0023276633946756,0.206062593164873,-1.33320689910908
"25940_at","25940_at","25940","FAM98A","family with sequence similarity 98 member A",-0.207386196000002,8.11732711783333,-3.58850476224244,0.00233345876320425,0.206062593164873,-1.33539438853135
"11107_at","11107_at","11107","PRDM5","PR/SET domain 5",-0.225754062666665,5.45374236675,-3.58774111567539,0.00233729145642538,0.206062593164873,-1.33683807240035
"138311_at","138311_at","138311","DIPK1B","divergent protein kinase domain 1B",0.230748950333334,5.38100142008333,3.58768770351197,0.00233755976350325,0.206062593164873,-1.33693904852044
"5774_at","5774_at","5774","PTPN3","protein tyrosine phosphatase non-receptor type 3",-0.228139858083335,8.46173126870833,-3.56937039472908,0.0024314091452177,0.21297913018869,-1.37156574309258
"694_at","694_at","694","BTG1","BTG anti-proliferation factor 1",0.258078550583337,7.70978886279167,3.55890176326366,0.00248672293583773,0.213325946562976,-1.39135310759518
"140456_at","140456_at","140456","ASB11","ankyrin repeat and SOCS box containing 11",-0.19301073275,8.53117993979167,-3.55748370199032,0.00249431146740077,0.213325946562976,-1.39403332104417
"5324_at","5324_at","5324","PLAG1","PLAG1 zinc finger",-0.349419339500001,4.55544151841667,-3.55599727443968,0.00250229062567209,0.213325946562976,-1.39684271137343
"23024_at","23024_at","23024","PDZRN3","PDZ domain containing ring finger 3",0.203116212666666,8.51280425258333,3.54941989363119,0.00253790447288745,0.213325946562976,-1.40927365228164
"79891_at","79891_at","79891","ZNF671","zinc finger protein 671",-0.205903298083334,5.48759562220833,-3.54525584893658,0.00256071169756093,0.213325946562976,-1.41714306663136
