"","ID","Description","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"23767_at","23767_at","fibronectin leucine rich transmembrane protein 3",23767,-0.434845106999994,6.147578191264,-6.03599429082246,3.57424126183597e-07,0.000189754594804953,6.4944061798865
"81831_at","81831_at","neuropilin (NRP) and tolloid (TLL)-like 2",81831,0.414290729432435,5.778349544624,6.02483688546629,3.7085929672588e-07,0.000189754594804953,6.46000845445449
"1281_at","1281_at","collagen, type III, alpha 1",1281,0.686917668486489,6.412736522872,6.02024381990151,3.76535524442514e-07,0.000189754594804953,6.4458484204291
"79772_at","79772_at","multiple C2 domains, transmembrane 1",79772,0.334671152135137,5.31687304536,5.95736562970897,4.63554389716288e-07,0.000227767449387098,6.25201489853339
"55790_at","55790_at","chondroitin sulfate N-acetylgalactosaminyltransferase 1",55790,0.326306951729737,4.870539662896,5.89640502879645,5.67036120023826e-07,0.000266870312639893,6.06413451237861
"127294_at","127294_at","myomesin 3",127294,-0.380041131432419,8.681277977424,-5.89467156899799,5.70293738214893e-07,0.000266870312639893,6.05879282160461
"344148_at","344148_at","NCK-associated protein 5",344148,0.248488131297305,3.602469176168,5.85319228595599,6.54063742218431e-07,0.000298952762547931,5.93099036334756
"117_at","117_at","adenylate cyclase activating polypeptide 1 (pituitary) receptor type I",117,0.302216027027027,3.96890922608,5.81065256532037,7.52733520986166e-07,0.000336232377760502,5.79995925295766
"54739_at","54739_at","XIAP associated factor 1",54739,0.269663930324328,7.24872682244,5.80218622535677,7.74074732723882e-07,0.000338081439932337,5.77388654150838
"1580_at","1580_at","cytochrome P450, family 4, subfamily B, polypeptide 1",1580,-0.374453754324328,6.336606986848,-5.73966487167775,9.51506452815374e-07,0.000406541474426812,5.58141139666516
"84282_at","84282_at","ring finger protein 135",84282,0.219750833837835,5.603075738448,5.71490956301257,1.03248213735149e-06,0.000431753275053321,5.50523572250081
"4015_at","4015_at","lysyl oxidase",4015,0.489202976405408,3.739809185808,5.70678420080029,1.06052927234796e-06,0.00043424254830681,5.48023756508498
"64328_at","64328_at","exportin 4",64328,-0.397718558405398,9.524175740016,-5.67576597965232,1.174754171061e-06,0.000469438612830544,5.38483121829191
"8925_at","8925_at","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1",8925,-0.153554004783794,8.516687318472,-5.67063052225329,1.19481376819186e-06,0.000469438612830544,5.36903916992421
"6591_at","6591_at","snail family zinc finger 2",6591,0.296976273540538,7.098630371432,5.66476507963216,1.21814232493934e-06,0.000469438612830544,5.35100367053763
"2004_at","2004_at","ELK3, ETS-domain protein (SRF accessory protein 2)",2004,0.2385935572973,5.78643178552,5.64297149209516,1.30886471815009e-06,0.000494700522510037,5.28400388941797
"7991_at","7991_at","tumor suppressor candidate 3",7991,0.340604091189194,6.090235828872,5.63357963619594,1.35000634455915e-06,0.000500623107471048,5.25513701610979
"7060_at","7060_at","thrombospondin 4",7060,0.535683162432436,7.232354413256,5.61971968940543,1.41308359109892e-06,0.000509007545880061,5.21254430548363
"57478_at","57478_at","ubiquitin specific peptidase 31",57478,0.198114695864869,7.335855512616,5.61729564613119,1.42441309776144e-06,0.000509007545880061,5.20509594452398
"3339_at","3339_at","heparan sulfate proteoglycan 2",3339,0.300741676405404,7.881627275296,5.60120508832764,1.50194340385055e-06,0.000527128493915691,5.15566155711573
"58494_at","58494_at","junctional adhesion molecule 2",58494,0.321279170378388,7.2678636248,5.59128460660916,1.55182206510962e-06,0.0005350791380292,5.12518953261528
"55711_at","55711_at","fatty acyl CoA reductase 2",55711,0.226920702648646,4.640825154384,5.57797515524606,1.62133815665054e-06,0.000545158081019477,5.08431561305433
"29799_at","29799_at","yippee-like 1 (Drosophila)",29799,0.323608494972977,6.635266017136,5.57514254663585,1.63652827822068e-06,0.000545158081019477,5.0756177155278
"4811_at","4811_at","nidogen 1",4811,0.326722619054056,6.648265679512,5.55190393427938,1.76661317066793e-06,0.000578683587605126,5.00427645989407
"10117_at","10117_at","enamelin",10117,-0.380097627432434,6.082114249816,-5.54072341172836,1.83281422346301e-06,0.00059052673357282,4.96996328916839
"83699_at","83699_at","SH3 domain binding glutamic acid-rich protein like 2",83699,0.277822651486483,5.790014473784,5.53272113622293,1.8817059283246e-06,0.000596500779278899,4.94540848161559
"7277_at","7277_at","tubulin, alpha 4a",7277,-0.22482542408107,9.822519049728,-5.52529546897919,1.92823403254138e-06,0.000601547804374099,4.9226262384821
"23500_at","23500_at","dishevelled associated activator of morphogenesis 2",23500,0.383307159108112,6.499566252032,5.48692582426487,2.18750731458332e-06,0.000662167697684072,4.80495841330663
"9778_at","9778_at","KIAA0232",9778,-0.154387584189188,7.614692148944,-5.48531312195931,2.19913292610844e-06,0.000662167697684072,4.80001471470841
"9844_at","9844_at","engulfment and cell motility 1",9844,0.233406096162168,6.032000752752,5.48194354213659,2.22362206406577e-06,0.000662167697684072,4.78968587682828
"6624_at","6624_at","fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)",6624,0.369625804783791,5.7600469076,5.47004701005677,2.31227054443014e-06,0.000678289034033283,4.75322494675896
"25979_at","25979_at","dehydrogenase/reductase (SDR family) member 7B",25979,-0.18050256335134,7.568826821624,-5.45273674047969,2.44756948152702e-06,0.000707419567499,4.70018809952528
"53353_at","53353_at","low density lipoprotein receptor-related protein 1B",53353,-0.393867198918914,4.562441082536,-5.41452915393646,2.77468498139367e-06,0.000770344900320292,4.58319536137945
"57419_at","57419_at","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",57419,0.261882555567566,7.132536759296,5.41406921558194,2.77887631556019e-06,0.000770344900320292,4.58178763473726
"2487_at","2487_at","frizzled-related protein",2487,0.794577645675677,6.741435006336,5.41363182466322,2.78286801275774e-06,0.000770344900320292,4.58044893265468
"56104_at","56104_at","protocadherin gamma subfamily B, 1",56104,-0.224315465540541,6.069298355056,-5.40224940614998,2.88877210130687e-06,0.000787191921836002,4.54561610849299
"253738_at","253738_at","early B-cell factor 3",253738,0.226009097189189,6.450569012992,5.39857228136642,2.9238328225312e-06,0.000787191921836002,4.53436525894867
"1793_at","1793_at","dedicator of cytokinesis 1",1793,0.224702427216215,6.132988850048,5.37918648811619,3.11577898425445e-06,0.000816663983040617,4.47506727005733
"23022_at","23022_at","palladin, cytoskeletal associated protein",23022,-0.180749398378373,9.726109405032,-5.37912534878279,3.11640372077166e-06,0.000816663983040617,4.47488029913015
"23328_at","23328_at","SAM and SH3 domain containing 1",23328,0.228760436513514,6.998732999408,5.3717811463671,3.1923604932593e-06,0.000825561225454188,4.45242296474735
"80243_at","80243_at","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",80243,0.237607494324318,6.59313675988,5.3530166138385,3.39488110277408e-06,0.000866532379141841,4.39506299787733
"83862_at","83862_at","transmembrane protein 120A",83862,-0.355804467324329,7.305399429048,-5.32973801139907,3.66392417955395e-06,0.000916104421058406,4.32394288758641
"729359_at","729359_at","perilipin 4",729359,-0.332875281054053,8.571716891472,-5.3282091716712,3.68231653931078e-06,0.000916104421058406,4.3192735512708
"6641_at","6641_at","syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",6641,0.217311311729733,7.658404479496,5.31775777775732,3.81052730838106e-06,0.000936151296486517,4.28735836418142
"5315_at","5315_at","pyruvate kinase, muscle",5315,0.241536155945946,11.14846763064,5.28589648221788,4.22935016817366e-06,0.0010262178790776,4.19012090391543
"25825_at","25825_at","beta-site APP-cleaving enzyme 2",25825,0.181166322648651,5.918766618624,5.26801668345613,4.48406482660224e-06,0.0010747537817322,4.13559208758409
"4430_at","4430_at","myosin IB",4430,0.335551612189187,6.827460195648,5.2639414848724,4.54421620829219e-06,0.00107604849828644,4.12316775292929
"2152_at","2152_at","coagulation factor III (thromboplastin, tissue factor)",2152,0.234789722756764,4.580641922888,5.24227036642251,4.87778669585664e-06,0.00112937175803168,4.05712288663446
"1290_at","1290_at","collagen, type V, alpha 2",1290,0.288321643837838,4.569814805816,5.24177757215003,4.88564771821194e-06,0.00112937175803168,4.05562154995717
"165904_at","165904_at","xin actin-binding repeat containing 1",165904,-0.405282794216219,8.345604209816,-5.23828069870791,4.94179155341023e-06,0.00112937175803168,4.04496869830389
"51673_at","51673_at","tubulin polymerization-promoting protein family member 3",51673,-0.456815968945943,8.33963137664,-5.23251995027142,5.03568092313865e-06,0.00113760083750997,4.02742168736286
"57556_at","57556_at","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",57556,0.315920136405405,5.786111995824,5.21534832002832,5.32616513797194e-06,0.00118955056388296,3.97513622902471
"26027_at","26027_at","acyl-CoA thioesterase 11",26027,-0.462073037324317,6.573260149904,-5.19490404811102,5.6937337001597e-06,0.00125587928158243,3.91292313599503
"115265_at","115265_at","DNA-damage-inducible transcript 4-like",115265,0.378897172567573,9.506278470936,5.19183992302949,5.75094817047008e-06,0.00125587928158243,3.90360237194613
"408_at","408_at","arrestin, beta 1",408,0.199704734702703,6.774649021304,5.18433889581903,5.8934254999962e-06,0.00127285038216401,3.88078894671667
"8436_at","8436_at","serum deprivation response",8436,0.233012297081079,6.124852593648,5.17752321253088,6.02591470835737e-06,0.0012873187791093,3.86006481495599
"91526_at","91526_at","ankyrin repeat domain 44",91526,0.260322921351352,5.4771818004,5.16939955981601,6.18768834545269e-06,0.00130766480367233,3.83536976480719
"9908_at","9908_at","GTPase activating protein (SH3 domain) binding protein 2",9908,-0.162886527540547,8.777984828744,-5.15241194566073,6.5400114624576e-06,0.00135636983931945,3.7837511741132
"23348_at","23348_at","dedicator of cytokinesis 9",23348,0.251058744459448,7.314335433592,5.14913139313158,6.6103043681403e-06,0.00135636983931945,3.77378634913933
"3551_at","3551_at","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",3551,0.267027171000011,7.485205677504,5.14844107053062,6.62519103361489e-06,0.00135636983931945,3.77168960760725
"131377_at","131377_at","kelch-like family member 40",131377,-0.355518179432437,8.589074048592,-5.13666070307003,6.88441051494277e-06,0.0013949093222751,3.73591645834206
"55466_at","55466_at","DnaJ (Hsp40) homolog, subfamily A, member 4",55466,-0.275051393648642,8.304235022184,-5.12352943017222,7.18520465615785e-06,0.00143189384391604,3.69605856703488
"5175_at","5175_at","platelet/endothelial cell adhesion molecule 1",5175,0.290269754999998,7.662063911912,5.11981279618894,7.27267832229517e-06,0.00143189384391604,3.68478070974205
"187_at","187_at","apelin receptor",187,0.281333876162166,6.13567894132,5.11731291624821,7.33210699769283e-06,0.00143189384391604,3.67719585395302
"7351_at","7351_at","uncoupling protein 2 (mitochondrial, proton carrier)",7351,0.290656626891895,8.134872874632,5.11621480903941,7.35836360209219e-06,0.00143189384391604,3.67386431659977
"135112_at","135112_at","nuclear receptor coactivator 7",135112,0.21407698951351,5.65005900252,5.09794204787205,7.80919246018959e-06,0.00149487410454834,3.61844633498332
"88_at","88_at","actinin, alpha 2",88,-0.110820915675671,12.11836157352,-5.09596075369833,7.85968870230266e-06,0.00149487410454834,3.61243966745902
"7352_at","7352_at","uncoupling protein 3 (mitochondrial, proton carrier)",7352,0.31094518640541,9.375548047816,5.09399175672247,7.91019165935829e-06,0.00149487410454834,3.60647071928148
"84441_at","84441_at","mastermind-like 2 (Drosophila)",84441,0.231382654027027,5.9682666558,5.08243127281029,8.21325149053919e-06,0.0015373642361434,3.57143436573961
"23331_at","23331_at","tetratricopeptide repeat domain 28",23331,0.154173794972969,6.3962529982,5.07054154674271,8.53692671438673e-06,0.00158287507211846,3.53541614537573
"55930_at","55930_at","myosin VC",55930,0.238503447027026,4.992047864264,5.04695951353867,9.21669507278821e-06,0.00168528680494584,3.46402657666989
"2697_at","2697_at","gap junction protein, alpha 1, 43kDa",2697,0.273715108594597,6.293006136472,5.04549080072849,9.26075989285389e-06,0.00168528680494584,3.45958254137225
"57538_at","57538_at","alpha-kinase 3",57538,-0.233454764432425,9.226003599912,-5.04082607647039,9.40209897780346e-06,0.00169531058082339,3.44546972018623
"56103_at","56103_at","protocadherin gamma subfamily B, 2",56103,-0.272830727405402,6.167750127888,-5.02170546533944,1.00040809913906e-05,0.00177561717852232,3.38764907190307
"3098_at","3098_at","hexokinase 1",3098,0.157622332810803,7.565648849664,5.02050044492093,1.00432706981953e-05,0.00177561717852232,3.3840065918697
"54941_at","54941_at","ring finger protein 125, E3 ubiquitin protein ligase",54941,0.300394111054054,5.480965119072,5.01820004362451,1.01185063597486e-05,0.00177561717852232,3.37705354221803
"2328_at","2328_at","flavin containing monooxygenase 3",2328,0.390870749918924,5.854951638704,5.01329079174099,1.02809341666819e-05,0.00178815469125634,3.36221733214984
"387882_at","387882_at","chromosome 12 open reading frame 75",387882,-0.627176553351349,7.9064149244,-5.00935307862144,1.04130783919272e-05,0.00179132932486156,3.3503193650659
"81544_at","81544_at","glycerophosphodiester phosphodiesterase domain containing 5",81544,0.225336996864861,5.40257816952,5.00733437075236,1.04814731026294e-05,0.00179132932486156,3.34422050357894
"128553_at","128553_at","teashirt zinc finger homeobox 2",128553,0.263047102837848,5.39650152004,5.00270944686845,1.06398462485321e-05,0.0018027201566263,3.33024974208651
"80000_at","80000_at","growth regulation by estrogen in breast cancer-like",80000,-0.225392251459462,6.300191312856,-4.99056561937088,1.10670402763893e-05,0.00185907358625773,3.29357905813477
"2113_at","2113_at","v-ets avian erythroblastosis virus E26 oncogene homolog 1",2113,0.232241515081084,7.126233709344,4.96989221541143,1.18336179631425e-05,0.00197099938514918,3.23119502926965
"5738_at","5738_at","prostaglandin F2 receptor inhibitor",5738,0.316738062648654,4.791029751688,4.96008003419342,1.22155921791363e-05,0.00199215921290443,3.20160524736192
"115817_at","115817_at","dehydrogenase/reductase (SDR family) member 1",115817,0.209841276702707,5.056614885192,4.95612209954329,1.23730941251376e-05,0.00199215921290443,3.18967321895831
"65059_at","65059_at","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",65059,0.273014232135138,6.8199731912,4.95542791953049,1.24009243563814e-05,0.00199215921290443,3.18758068065004
"7306_at","7306_at","tyrosinase-related protein 1",7306,-0.413630704189189,3.996819129632,-4.95420830633371,1.24499694676783e-05,0.00199215921290443,3.18390442975513
"3915_at","3915_at","laminin, gamma 1 (formerly LAMB2)",3915,0.151446358702701,8.166232063048,4.95377435729178,1.24674663268162e-05,0.00199215921290443,3.18259643515802
"64783_at","64783_at","RNA binding motif protein 15",64783,-0.15453972500001,7.043673589384,-4.92578193561629,1.3648959752016e-05,0.00216336012069454,3.09827600419856
"837_at","837_at","caspase 4, apoptosis-related cysteine peptidase",837,0.250984174432428,5.88923243752,4.9162813350386,1.40745702692036e-05,0.00221286266596822,3.0696819595648
"3909_at","3909_at","laminin, alpha 3",3909,0.238479877054051,4.55560742484,4.91383077474958,1.41864605633457e-05,0.00221286266596822,3.06230850640515
"80311_at","80311_at","kelch-like family member 15",80311,-0.17335149227027,5.56255350052,-4.90712735393511,1.44970391802326e-05,0.0022435024255771,3.04214294839488
"3984_at","3984_at","LIM domain kinase 1",3984,0.280903750648656,5.859129174608,4.90321394853493,1.46814459566584e-05,0.00225429014712629,3.03037335002322
"3398_at","3398_at","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",3398,0.368595512729726,6.10229028216,4.89762039843121,1.49490510393868e-05,0.00226725244245345,3.01355443454933
"23037_at","23037_at","PDZ domain containing 2",23037,0.214587014783784,5.662734102824,4.89663724643595,1.49965817400503e-05,0.00226725244245345,3.01059870828837
"5730_at","5730_at","prostaglandin D2 synthase 21kDa (brain)",5730,0.41008257648649,7.222916599584,4.89347414000961,1.51505171327266e-05,0.00227304018111915,3.00109014247297
"8237_at","8237_at","ubiquitin specific peptidase 11",8237,-0.159503604216206,7.365753298472,-4.88210156082626,1.57169680151469e-05,0.00231266222494842,2.96691495283238
"5445_at","5445_at","paraoxonase 2",5445,0.215790247432435,6.89699976104,4.88115920522252,1.57648323806849e-05,0.00231266222494842,2.96408395451887
"140606_at","140606_at","selenoprotein M",140606,-0.266447376945949,6.486551024144,-4.87890385741519,1.58799715036929e-05,0.00231266222494842,2.95730901965176
"6507_at","6507_at","solute carrier family 1 (glial high affinity glutamate transporter), member 3",6507,-0.254951164648651,6.395697418952,-4.87880015756319,1.58852854568045e-05,0.00231266222494842,2.9569975288572
"24144_at","24144_at","tuftelin interacting protein 11",24144,0.209446111972974,6.261554491528,4.87287937479519,1.61916157939025e-05,0.00233992659421587,2.93921541418685
"6343_at","6343_at","secretin",6343,0.236736502918919,5.38446323864,4.87022310356459,1.63309336311692e-05,0.00234283335464963,2.931239380044
"84816_at","84816_at","reticulon 4 interacting protein 1",84816,-0.22410777481081,5.993715538408,-4.86440365457732,1.66403034942673e-05,0.00236991684692993,2.91376879861615
"9211_at","9211_at","leucine-rich, glioma inactivated 1",9211,-0.497116171000001,6.331272883936,-4.86036330416473,1.68584878928644e-05,0.00238371741759968,2.90164216058136
"3481_at","3481_at","insulin-like growth factor 2 (somatomedin A)",3481,0.419525431891895,6.716279030432,4.85584706823106,1.71057125636698e-05,0.0024013976766169,2.88809004215672
"55959_at","55959_at","sulfatase 2",55959,0.215850759162163,6.558303663496,4.84865718376485,1.75066950959044e-05,0.0024402594710277,2.86652116515787
"64097_at","64097_at","erythrocyte membrane protein band 4.1 like 4A",64097,0.216768243297296,5.579934469112,4.82823383625565,1.86969809249866e-05,0.00255607652517896,2.80529536840068
"6284_at","6284_at","S100 calcium binding protein A13",6284,0.218792947810808,5.03831169996,4.82568830824671,1.88508202135019e-05,0.00255607652517896,2.79766870210937
"220441_at","220441_at","ring finger protein 152",220441,0.298184886675677,5.41676838736,4.82565908122942,1.88525937802071e-05,0.00255607652517896,2.79758114064089
"79696_at","79696_at","zinc finger, C2HC-type containing 1C",79696,-0.184315780324325,3.838133250672,-4.82557339043636,1.88577946550803e-05,0.00255607652517896,2.79732441961655
"8789_at","8789_at","fructose-1,6-bisphosphatase 2",8789,0.30407633678379,9.668851776816,4.81964419873279,1.92211149088046e-05,0.00258747803025785,2.77956387007072
"23194_at","23194_at","F-box and leucine-rich repeat protein 7",23194,0.21258975375676,5.009893274744,4.80952067605283,1.98574678547727e-05,0.0026392508178097,2.74925188071024
"285025_at","285025_at","coiled-coil domain containing 141",285025,-0.395918523324323,6.334940494,-4.80838416411512,1.99301917758234e-05,0.0026392508178097,2.74584990602579
"3428_at","3428_at","interferon, gamma-inducible protein 16",3428,0.266053340945946,7.303615146112,4.80589388082239,2.00904610211355e-05,0.0026392508178097,2.73839632203092
"203190_at","203190_at","leucine-rich repeat LGI family, member 3",203190,-0.225060179270266,3.466832511472,-4.80345815012019,2.02484482906651e-05,0.0026392508178097,2.73110694699504
"55504_at","55504_at","tumor necrosis factor receptor superfamily, member 19",55504,0.254094565567564,4.490407788144,4.802404226962,2.03171872801375e-05,0.0026392508178097,2.72795317229008
"79630_at","79630_at","chromosome 1 open reading frame 54",79630,0.238308988756759,3.833203559624,4.8009650670903,2.04114238479228e-05,0.0026392508178097,2.72364688867073
"2791_at","2791_at","guanine nucleotide binding protein (G protein), gamma 11",2791,0.273126440189196,7.087746716448,4.78479516388077,2.15003066271757e-05,0.00276187598987262,2.6752852448106
"58480_at","58480_at","ras homolog family member U",58480,-0.192733321351345,7.286278116208,-4.7793030548337,2.18830156878552e-05,0.0027768101112792,2.65886858424535
"221981_at","221981_at","thrombospondin, type I, domain containing 7A",221981,0.252175294972973,3.59711728996,4.77746174107774,2.20128213478898e-05,0.0027768101112792,2.6533657194466
"2771_at","2771_at","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",2771,0.179765222513514,7.59375259496,4.77707165621872,2.20404181011273e-05,0.0027768101112792,2.65219999924617
"222584_at","222584_at","family with sequence similarity 83, member B",222584,-0.442713369648647,5.79503604116,-4.76636675877627,2.28111897779922e-05,0.00285561225411884,2.62021923673308
"85366_at","85366_at","myosin light chain kinase 2",85366,-0.253962622972971,9.628478604096,-4.75882824183502,2.33698520070758e-05,0.00290703209713335,2.59770906193006
"64420_at","64420_at","sushi domain containing 1",64420,0.231980574999998,4.105831177304,4.72798130369351,2.5799678564046e-05,0.00318909988992302,2.50569617607423
"57678_at","57678_at","glycerol-3-phosphate acyltransferase, mitochondrial",57678,-0.253309120648639,7.045714041968,-4.72424257443918,2.6110583795343e-05,0.00320735883696044,2.49455468087859
"23266_at","23266_at","latrophilin 2",23266,0.24013914010811,5.908209775384,4.7190434249765,2.65490748974317e-05,0.0032409659505225,2.47906499730745
"255877_at","255877_at","B-cell CLL/lymphoma 6, member B",255877,0.254962611810808,5.517870950784,4.70831281398271,2.74771336160846e-05,0.00331732763428928,2.44711000106434
"4734_at","4734_at","neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",4734,0.184196873351354,8.816518498568,4.70791460803246,2.75121809498907e-05,0.00331732763428928,2.44592454779252
"2788_at","2788_at","guanine nucleotide binding protein (G protein), gamma 7",2788,-0.222560823810811,6.449411407328,-4.70135000671479,2.80963345237684e-05,0.00336192775759559,2.42638572256571
"23136_at","23136_at","erythrocyte membrane protein band 4.1-like 3",23136,0.267704753351357,5.709066956168,4.69993120706976,2.82241823549035e-05,0.00336192775759559,2.42216378711475
"2027_at","2027_at","enolase 3 (beta, muscle)",2027,0.168353623513514,11.62887419392,4.68832545288632,2.9291699818707e-05,0.00346806667612571,2.38764143317971
"114757_at","114757_at","cytoglobin",114757,0.174376989918919,6.324297376712,4.67825454331804,3.02501690607037e-05,0.00352363961202296,2.35770351696095
"8553_at","8553_at","basic helix-loop-helix family, member e40",8553,0.271231739000001,8.7286434554,4.67785618770685,3.02887092190484e-05,0.00352363961202296,2.35651968396479
